ticker	nome	segmento	tipoGestao	cotacao	patrimonioLiquido	vpPorCota	ultimoRendimento	p_vp	negociacoesDiarias	ultimoDividendYield	dividendYieldL52W_media	dividendYieldL52W_mediana	dividendYieldL52W_desvioPadrao	dividendYieldL52W_coefVariacao	dividendYieldL52W_tamAmostra	dividendYieldL52W_dataRefMaisRecente
QIFF11	QUATÁ IMOB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	150.000	R$ 97,49	R$ 14,3 mi	R$ 95,11	-1,86%	1,02	27	0,55%	0,00714	0,00722	0,00086	0	12	Julho/2021
QIRI11	QUATÁ IMOB RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	150.000	R$ 90,05	R$ 13,5 mi	R$ 90,02	5,37%	1,00	3	0,74%	0,00670	0,00711	0,00106	0	17	Dezembro/2021
QMFF11	QUATÁ MONETAI FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	150.000	R$ 98,52	R$ 14,3 mi	R$ 95,11	0,00%	1,04	1.011	0,00%	0,00552	0,00746	0,00353	0	7	Abril/2021
RBBV11	JHSF RIO BRAVO FAZENDA BOA VISTA CAP. PROT. - FII	Títulos e Val. Mob.	4.000.00	R$ 100,00	R$ 126,5 mi	R$ 100,84	0,00%	0,99	6.417	0,00%	0,02703	0,00980	0,05721	0	67	Julho/2021
RBCB11	RIO BRAVO CRÉDITO IMOBILIÁRIO I FDO INV IMOB	Outros	53.100	R$ 19,00	R$ 0	R$ 0,00	-71,35%	Inf	161	0,00%	0,01233	0,01673	0,00714	0	42	Junho/2019
RBCO11	RB CAPITAL OFFICE INCOME FDO INV. IMOB.	Lajes Corporativas	779.000	R$ 55,81	R$ 380,2 mi	R$ 100,61	7,98%	0,55	5.709	0,73%	0,00693	0,00670	0,00074	0	28	Dezembro/2021
RBDS11	RB CAPITAL DESENV. RESID. II FDO INV IMOB - FII	Residencial	37.957	R$ 9,85	R$ 3,3 mi	R$ 25,75	0,00%	0,38	1	0,00%	0,01225	0,00944	0,01184	0	47	Janeiro/2021
RBED11	FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA EDUCACIONAL	Outros	752.500	R$ 120,90	R$ 286,3 mi	R$ 141,61	5,58%	0,85	2.688	0,83%	0,00739	0,00723	0,00063	0	73	Dezembro/2021
RBFF11	RIO BRAVO IFIX FDO INV IMOB	Títulos e Val. Mob.	365.972	R$ 55,95	R$ 236,8 mi	R$ 63,16	10,15%	0,89	3.024	0,82%	0,00746	0,00741	0,00092	0	76	Dezembro/2021
RBGS11	RB CAPITAL GENERAL SHOP SULACAP FDO INV IMOB - FII	Shoppings	1.078.000	R$ 28,45	R$ 97,9 mi	R$ 90,78	-1,29%	0,31	5.157	0,62%	0,00403	0,00414	0,00259	0	66	Dezembro/2021
RBHG11	RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FUNDO DE INVESTIMENTO IMOBILIÁRIO – FII	Títulos e Val. Mob.	1.024.362	R$ 87,93	R$ 165,7 mi	R$ 95,89	4,79%	0,92	2.142	1,68%	0,00962	0,00838	0,00289	0	24	Dezembro/2021
RBHY11	RIO BRAVO CRÉDITO IMOB. HIGH YIELD FDO. INV. IMOB.	Títulos e Val. Mob.	600.000	R$ 101,52	R$ 155,8 mi	R$ 98,52	3,46%	1,03	14.264	1,94%	0,00888	0,00943	0,00670	0	10	Dezembro/2021
RBIR11	RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Residencial	1.528.615	R$ 73,99	R$ 146,7 mi	R$ 95,94	0,00%	0,77	50	0,00%	0,00000	0,00000	0,00000	0	1	Junho/2021
RBIV11	RIO BRAVO CRÉDITO IMOB IV FDO INV IMOB - FII	Títulos e Val. Mob.	1.024.362	R$ 83,70	R$ 166,5 mi	R$ 96,35	-1,31%	0,87	885	0,88%	0,00739	0,00747	0,00114	0	20	Agosto/2021
RBLG11	RB CAPITAL LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Logística	640.199	R$ 92,96	R$ 68,7 mi	R$ 107,29	1,81%	0,87	22	0,91%	0,00599	0,00607	0,00268	0	10	Novembro/2021
RBRD11	RB CAPITAL RENDA II FDO INV IMOB - FII	Híbrido	1.851.786	R$ 41,81	R$ 133,4 mi	R$ 72,05	0,46%	0,58	1.805	0,41%	0,00173	0,00089	0,00149	0	72	Dezembro/2021
RBRF11	RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FDO INV IMOB	Títulos e Val. Mob.	809.992	R$ 73,95	R$ 1,1 bi	R$ 82,32	2,08%	0,90	34.078	0,84%	0,00739	0,00757	0,00086	0	51	Novembro/2021
RBRI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RBR DESENV	Híbrido	111.974	N/A	R$ 139,9 mi	R$ 1.249,37	N/A	N/A	N/A	N/A	
RBRL11	RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	1.810.000	R$ 93,50	R$ 711 mi	R$ 106,33	-0,31%	0,88	4.679	0,91%	0,00674	0,00627	0,00108	0	21	Novembro/2021
RBRP11	FDO INV IMOB RBR PROPERTIES - FII	Outros	8.552.711	R$ 71,93	R$ 1 bi	R$ 82,71	9,74%	0,87	29.838	0,61%	0,00534	0,00562	0,00095	0	30	Novembro/2021
RBRR11	FDO INV IMOB - FII RBR RENDIMENTO HIGH GRADE	Títulos e Val. Mob.	1.480.432	R$ 99,21	R$ 1,1 bi	R$ 101,57	1,32%	0,98	33.840	0,92%	0,00766	0,00788	0,00132	0	43	Novembro/2021
RBRS11	RIO BRAVO RENDA RESIDENCIAL FDO. INVEST. IMOB.	Híbrido	1.044.643	R$ 69,43	R$ 129,9 mi	R$ 93,47	0,62%	0,74	2	0,65%	0,00554	0,00565	0,00067	0	12	Dezembro/2021
RBRY11	FDO INV IMOB RBR PRIVATE CRÉDITO IMOB	Títulos e Val. Mob.	608.678	R$ 104,19	R$ 353,8 mi	R$ 104,14	1,58%	1,00	3.609	1,09%	0,00815	0,00728	0,00142	0	29	Novembro/2021
RBTS11	RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Outros	56.525	R$ 1.000,00	R$ 56,9 mi	R$ 1.006,26	N/A	0,99	1	N/A	nan	nan	nan	0	0	N/A
RBVA11	FDO INV IMOB RIO BRAVO RENDA VAREJO - FII	Outros	405.000	R$ 97,70	R$ 1,2 bi	R$ 104,88	5,53%	0,93	6.588	0,89%	0,00841	0,00805	0,00101	0	72	Dezembro/2021
RBVO11	RIO BRAVO CRÉDITO IMOBILIÁRIO II FDO INV IMOB -FII	Outros	516.066	R$ 12,75	R$ 11,8 mi	R$ 22,88	-16,53%	0,56	88	0,42%	0,00311	0,00291	0,00163	0	70	Dezembro/2021
RCFA11	GRUPO RCFA FDO INV IMOB	Híbrido	11.678.533	R$ 5,70	R$ 18,1 mi	R$ 1,55	N/A	3,67	2.147	N/A	
RCFF11	RBR DESENV COMERCIAL FEEDER FOF FDO INVEST IMOB	Títulos e Val. Mob.	323.200	N/A	R$ 30,2 mi	R$ 93,52	N/A	N/A	N/A	N/A	nan	nan	nan	0	0	N/A
RCRB11	FDO INV IMOB RIO BRAVO RENDA CORPORATIVA	Lajes Corporativas	38.810.000	R$ 130,21	R$ 728,2 mi	R$ 197,30	0,42%	0,66	8.689	0,42%	0,00549	0,00519	0,00082	0	73	Janeiro/2022
RDES11	RENDA DE ESCRITÓRIOS FDO INV IMOB - FII	Lajes Corporativas	742.000	R$ 58,00	R$ 65,9 mi	R$ 88,83	0,06%	0,65	10.296	0,06%	0,01416	0,00261	0,04067	0	49	Janeiro/2020
RDPD11	BB RENDA DE PAPEIS IMOB II FDO INV IMOB - FII	Títulos e Val. Mob.	1.078.042	R$ 56,01	R$ 67,7 mi	R$ 62,83	3,62%	0,89	13	0,80%	0,00687	0,00703	0,00204	0	44	Dezembro/2021
RECH11	FDO INV IMOB - REC HOTELARIA	N/A	1.550.000	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
RECR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII REC RECEBÍVEIS IMOBILIÁRIOS	Títulos e Val. Mob.	6.855.748	R$ 99,81	R$ 2,3 bi	R$ 95,31	-1,26%	1,05	75.019	1,20%	0,01113	0,01074	0,00149	0	48	Novembro/2021
RECT11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII REC RENDA IMOBILIÁRIA	Híbrido	6.973.846	R$ 72,62	R$ 753,3 mi	R$ 92,10	-1,00%	0,79	7.959	0,86%	0,00737	0,00749	0,00070	0	31	Novembro/2021
RECX11	FDO. INV. IMOB. REC FUNDO DE FUNDOS	Outros	198.151	R$ 88,39	R$ 18,5 mi	R$ 84,90	-1,54%	1,04	20	1,13%	0,00951	0,00963	0,00113	0	8	Novembro/2021
RELG11	FDO INV. IMOB. REC LOGISTICA	Híbrido	1.334.562	R$ 81,99	R$ 127,4 mi	R$ 95,45	-5,64%	0,86	2.697	1,14%	0,00751	0,00764	0,00252	0	13	Novembro/2021
RFOF11	FDO. INVEST. IMOB. RB CAPITAL I FUNDO DE FUNDOS	Títulos e Val. Mob.	1.078.164	R$ 73,50	R$ 85,7 mi	R$ 79,50	10,21%	0,92	915	0,85%	0,00786	0,00788	0,00058	0	21	Dezembro/2021
RMAI11	REAG MULTI ATIVOS IMOBILIÁRIOS - FII	Lajes Corporativas	2.443.800	R$ 49,00	R$ 269,3 mi	R$ 110,18	4,35%	0,44	804	0,00%	0,00000	0,00000	0,00000	0	34	Outubro/2018
RNDP11	BB RENDA DE PAPÉIS IMOBILIÁRIOS FDO INV IMOB - FII	Títulos e Val. Mob.	107.481	R$ 629,00	R$ 75,3 mi	R$ 700,17	0,36%	0,90	4	0,62%	0,00575	0,00624	0,00129	0	72	Dezembro/2021
RNGO11	FDO INV IMOB RIO NEGRO - FII	Lajes Corporativas	2.676.000	R$ 51,00	R$ 234 mi	R$ 87,45	4,55%	0,58	587	0,66%	0,00623	0,00608	0,00059	0	72	Dezembro/2021
RRCI11	RB CAPITAL RECEBÍVEIS IMOB. FDO. INVEST. IMOB FII	Títulos e Val. Mob.	2.000.000	R$ 82,09	R$ 46,9 mi	R$ 97,35	8,62%	0,84	1.027	1,21%	0,00935	0,00858	0,00175	0	11	Dezembro/2021
RSPD11	RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Residencial	25.000	R$ 1.200,00	R$ 168,2 mi	R$ 1.128,89	N/A	1,06	6	N/A	nan	nan	nan	0	0	N/A
RVBI11	VBI REITS FOF - FDO. INV. IMOB	Títulos e Val. Mob.	1.440.000	R$ 82,05	R$ 122,1 mi	R$ 84,81	9,63%	0,97	3.678	0,91%	0,00802	0,00780	0,00080	0	21	Novembro/2021
RZAG11	FDO INV CADEIAS PROD AGRO RIZA AGRO FIAGRO IMOB	Títulos e Val. Mob.	30.344.090	R$ 9,85	R$ 289 mi	R$ 9,52	0,85%	1,03	73.097	0,85%	0,00847	0,00847	0,00000	0	1	Dezembro/2021
RZAK11	RIZA AKIN FDO. INV. IMOB. FII	Títulos e Val. Mob.	3.001.734	R$ 92,60	R$ 285,2 mi	R$ 95,01	-1,05%	0,97	10.902	1,31%	0,00696	0,00832	0,00449	0	12	Novembro/2021
RZTR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX	Híbrido	11.048.018	R$ 101,30	R$ 1,1 bi	R$ 98,44	6,76%	1,03	35.819	1,23%	0,00884	0,00898	0,00207	0	15	Dezembro/2021
SAAG11	SANTANDER AGÊNCIAS FDO INV IMOB - FII	Outros	4.014.340	R$ 106,61	R$ 627,9 mi	R$ 111,50	-9,20%	0,96	12.868	0,80%	0,00716	0,00722	0,00034	0	51	Março/2020
SADI11	SANTANDER PAPEIS IMOB CDI FDO INV IMOB	Títulos e Val. Mob.	3.180.207	R$ 85,90	R$ 319,8 mi	R$ 100,56	12,07%	0,85	2.930	0,83%	0,00435	0,00376	0,00193	0	29	Dezembro/2021
SAIC11B	FDO INV IMOB - FII SIA CORPORATE	Lajes Corporativas	650.000	R$ 35,74	R$ 77,4 mi	R$ 54,14	0,00%	0,66	37	0,00%	0,00000	0,00000	0,00000	0	1	Setembro/2016
SARE11	SANTANDER RENDA DE ALUGUÉIS FDO. INVEST. IMOB.	Híbrido	3.599.982	R$ 70,50	R$ 906,2 mi	R$ 98,13	16,23%	0,72	21.456	0,92%	0,00683	0,00644	0,00171	0	24	Dezembro/2021
SCPF11	FDO INV IMOB SCP	Shoppings	42000	R$ 8,07	R$ 53,5 mi	R$ 12,74	0,39%	0,63	138	0,39%	0,00249	0,00204	0,00155	0	56	Dezembro/2021
SDIL11	SDI LOGÍSTICA RIO FDO INV IMOB - FII	Logística	1.438.853	R$ 85,91	R$ 622,1 mi	R$ 97,29	7,58%	0,88	19.858	0,83%	0,00689	0,00635	0,00118	0	72	Dezembro/2021
SDIP11	SDI PROPERTIES - FDO INV. IMOB	Lajes Corporativas	3.500.000	R$ 88,00	R$ 349,1 mi	R$ 96,42	1,68%	0,91	7.755	0,54%	0,00465	0,00509	0,00105	0	7	Abril/2020
SEQR11	SEQUOIA III RENDA IMOBILIÁRIA – FDO. INV. IMOB.	Outros	1.482.052	R$ 75,10	R$ 168,6 mi	R$ 104,83	-9,82%	0,72	124	0,87%	0,00813	0,00813	0,00050	0	9	Novembro/2021
SFND11	FDO INV IMOB SÃO FERNANDO	Lajes Corporativas	981.472	N/A	R$ 16,9 mi	R$ 17,20	0,00%	N/A	N/A	0,00%	0,00124	0,00000	0,00249	0	5	Setembro/2016
SHDP11B	FDO INV IMOB - FII SHOPPING PARQUE D. PEDRO	Shoppings	1.629.280	R$ 1.210,05	R$ 2,1 bi	R$ 1.485,44	0,00%	0,81	100	0,00%	0,00000	0,00000	0,00000	0	5	Setembro/2016
SHOP11	MULTI SHOPPINGS FDO INV IMOB - FII	Híbrido	1.481.266	N/A	R$ 84,4 mi	R$ 56,99	N/A	N/A	N/A	N/A	
SHPH11	FDO INV IMOB SHOPPING PÁTIO HIGIENÓPOLIS	Shoppings	400.000	R$ 820,00	R$ 540,9 mi	R$ 888,29	-2,94%	0,92	197	0,49%	0,00376	0,00376	0,00111	0	70	Dezembro/2021
SJAU11	SJ AU LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	36.074	R$ 115,00	R$ 791,2 mi	R$ 99,74	N/A	1,15	104	N/A	
SNCI11	SUNO RECEBÍVEIS IMOBILIÁRIOS FDO DE INV IMOB	Títulos e Val. Mob.	1.000.000	R$ 102,95	R$ 155,3 mi	R$ 101,69	1,48%	1,01	4.091	1,20%	0,01173	0,01173	0,00023	0	2	Novembro/2021
SNFF11	SUNO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	2.500.000	R$ 89,80	R$ 215,9 mi	R$ 86,36	1,67%	1,04	6.330	0,78%	0,00580	0,00697	0,00224	0	7	Novembro/2021
SPTW11	SP DOWNTOWN FDO INV IMOB - FII	Lajes Corporativas	1.798.000	R$ 45,00	R$ 89,4 mi	R$ 49,70	-0,42%	0,91	1.615	0,86%	0,01810	0,01040	0,01669	0	72	Dezembro/2021
SPVJ11	FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO	Outros	3.700.000	N/A	R$ 680,1 mi	R$ 107,74	0,00%	N/A	N/A	0,00%	0,00000	0,00000	0,00000	0	14	Dezembro/2021
STRX11	STARX FDO INV IMOB - FII	Híbrido	15.378	N/A	R$ 296,6 mi	R$ 183,82	0,00%	N/A	N/A	0,00%	0,00000	0,00000	0,00000	0	14	Dezembro/2021
TBOF11	FDO INV IMOB - FII TB OFFICE	Lajes Corporativas	10.050.000	R$ 101,50	R$ 905.052,5	R$ 0,09	4,25%	1.127,09	13.109	0,40%	0,00363	0,00348	0,00077	0	51	Março/2020
TCIN11	FDO. INVEST. IMOB. TOURMALET V - ED. CIDADE NOVA	Lajes Corporativas	675.820	R$ 113,60	R$ 117,4 mi	R$ 141,28	N/A	0,80	1	N/A	
TELD11	TELLUS DESENVOLVIMENTO LOGÍSTICO FDO. INVEST. IMOB	Híbrido	94.837	N/A	R$ 9,9 mi	R$ 99,87	N/A	N/A	N/A	N/A	
TEPP11	TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	3.616.910	R$ 73,57	R$ 396,7 mi	R$ 93,96	14,76%	0,78	1.383	0,68%	0,00586	0,00567	0,00076	0	27	Dezembro/2021
TGAR11	FDO INV IMOB TG ATIVO REAL	Outros	713.404	R$ 118,89	R$ 1,4 bi	R$ 127,41	5,99%	0,93	24.837	1,01%	0,00904	0,00867	0,00082	0	54	Dezembro/2021
THRA11	FDO INV IMOB - FII CYRELA THERA CORPORATE	Lajes Corporativas	1.368.247	R$ 138,50	R$ 14,1 mi	R$ 9,54	0,00%	14,52	477	0,00%	0,02735	0,00321	0,08425	0	68	Agosto/2021
TORD11	TORDESILHAS EI FDO. INV. IMOB.	Outros	4.000.000	R$ 9,76	R$ 452,5 mi	R$ 12,91	-4,91%	0,76	75.318	0,82%	0,00980	0,00835	0,00377	0	20	Novembro/2021
TRNT11	FDO INV IMOB - FII TORRE NORTE	Lajes Corporativas	3.935.562	R$ 103,83	R$ 814,4 mi	R$ 206,93	-12,08%	0,50	98	0,35%	0,00287	0,00271	0,00089	0	71	Novembro/2021
TRXF11	TRX REAL ESTATE FDO. INV. IMOB. - FII	Outros	1.868.966	R$ 100,41	R$ 575,4 mi	R$ 101,99	4,32%	0,98	6.282	0,89%	0,00705	0,00678	0,00073	0	24	Dezembro/2021
TRXL11	TRX REALTY LOGÍSTICA RENDA I FDO INV IMOB - FII	Logística	1.649.303	R$ 103,38	R$ 183,2 mi	R$ 98,10	-1,60%	1,05	9.524	0,38%	0,00411	0,00399	0,00045	0	47	Outubro/2019
UBSR11	FDO INV IMOB - FII UBS (BR) RECEB IMOB	Títulos e Val. Mob.	310.888	R$ 102,50	R$ 666,9 mi	R$ 97,27	-0,69%	1,05	17.369	0,70%	0,00722	0,00699	0,00148	0	32	Julho/2020
URPR11	URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Outros	1.660.428	R$ 112,35	R$ 351,8 mi	R$ 96,30	11,67%	1,17	26.798	1,45%	0,01577	0,01638	0,00325	0	18	Dezembro/2021
VCJR11	VECTIS JUROS REAL FDO INV. IMOB. - FII	Títulos e Val. Mob.	5.811.259	R$ 98,19	R$ 1,1 bi	R$ 95,35	4,47%	1,03	6.341	1,57%	0,01002	0,00982	0,00318	0	25	Dezembro/2021
VCRR11	VECTIS RENDA RESIDENCIAL FDO. INV. IMOB.	Residencial	2.000.000	R$ 78,00	R$ 196,1 mi	R$ 98,07	14,09%	0,80	22	0,85%	0,00829	0,00822	0,00071	0	6	Dezembro/2021
VERE11	FDO INV IMOB VEREDA - FII	Híbrido	550.084	R$ 257,00	R$ 174,1 mi	R$ 316,44	0,00%	0,81	1	0,00%	0,00000	0,00000	0,00000	0	5	Setembro/2016
VGHF11	VALORA HEDGE FUND FDO. INV. IMOB.	Títulos e Val. Mob.	16.470.910	R$ 9,97	R$ 314,8 mi	R$ 9,43	1,90%	1,06	141.132	1,80%	0,01298	0,01285	0,00274	0	9	Dezembro/2021
VGIA11	FIAGRO VGIA	Títulos e Val. Mob.	10.063.665	R$ 9,89	R$ 95,6 mi	R$ 9,50	N/A	1,04	8.757	N/A	
VGIP11	VALORA CRI ÍNDICE DE PREÇO FDO INVEST. IMOB. FII	Outros	746.011	R$ 101,60	R$ 715,1 mi	R$ 97,27	0,37%	1,04	26.493	1,58%	0,01112	0,01015	0,00222	0	21	Novembro/2021
VGIR11	VALORA RE III FDO INV IMOB - FII	Títulos e Val. Mob.	401.618	R$ 98,42	R$ 438,1 mi	R$ 97,22	-0,09%	1,01	8.171	0,82%	0,00613	0,00582	0,00105	0	37	Novembro/2021
VIFI11	VINCI INSTRUMENTOS FINANCEIROS FDO INV IMOB - FII	Títulos e Val. Mob.	3.340.562	R$ 74,30	R$ 240,7 mi	R$ 85,57	3,98%	0,87	1.368	0,86%	0,00739	0,00716	0,00085	0	19	Dezembro/2021
VILG11	VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Logística	717.200	R$ 96,55	R$ 1,7 bi	R$ 113,59	20,44%	0,85	30.431	0,66%	0,00542	0,00528	0,00095	0	36	Dezembro/2021
VINO11	VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	9.942.726	R$ 54,99	R$ 735,4 mi	R$ 58,02	3,03%	0,95	41.629	0,88%	0,00819	0,00757	0,00124	0	25	Dezembro/2021
VISC11	VINCI SHOPPING CENTERS FDO INVEST IMOB - FII	Shoppings	3.215.033	R$ 102,11	R$ 2,1 bi	R$ 116,31	9,20%	0,88	20.336	0,78%	0,00474	0,00480	0,00164	0	51	Dezembro/2021
VIUR11	VINCI IMOVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIARIO	Títulos e Val. Mob.	2.694.622	R$ 76,32	R$ 255,9 mi	R$ 94,97	8,57%	0,80	2.807	0,91%	0,00803	0,00796	0,00085	0	7	Dezembro/2021
VJFD11	JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO FII	Híbrido	46.050	N/A	R$ 518,6 mi	R$ 106,35	0,00%	N/A	N/A	0,00%	0,00000	0,00000	0,00000	0	2	Novembro/2021
VLOL11	FDO INV IMOB - FII VILA OLÍMPIA CORPORATE	Lajes Corporativas	1.784.828	R$ 93,50	R$ 173,5 mi	R$ 97,19	-2,60%	0,96	2.025	0,56%	0,00452	0,00446	0,00050	0	72	Dezembro/2021
VOTS11	VOTORANTIM SECURITIES MASTER FDO INV IMOB - FII	Títulos e Val. Mob.	827.913	R$ 84,01	R$ 81,1 mi	R$ 97,94	0,34%	0,86	1	0,88%	0,00658	0,00614	0,00187	0	42	Dezembro/2021
VPSI11	FDO INV IMOB POLO SHOPPING INDAIATUBA	Shoppings	78.491.966	N/A	R$ 148,4 mi	R$ 18,39	0,00%	N/A	N/A	0,00%	0,00279	0,00000	0,00557	0	5	Setembro/2016
VRTA11	FATOR VERITA FDO INV IMOB - FII	Títulos e Val. Mob.	28.941.930	R$ 104,95	R$ 1 bi	R$ 96,87	4,16%	1,08	23.683	1,14%	0,00933	0,00931	0,00148	0	80	Dezembro/2021
VSHO11	FDO INV IMOB VOTORANTIM SHOPPING	Shoppings	2.098.800	R$ 79,06	R$ 215 mi	R$ 102,42	7,69%	0,77	23	0,75%	0,00495	0,00632	0,00298	0	29	Dezembro/2021
VSLH11	VERSALHES RECEBÍVEIS IMOBILIÁRIOS - FDO. INV. IMOB	Outros	12.000.000	R$ 9,77	R$ 291 mi	R$ 9,81	-2,18%	1,00	197.014	1,07%	0,01343	0,01461	0,00294	0	9	Novembro/2021
VTLT11	FDO INV IMOB VOTORANTIM LOGISTICA	Logística	2.115.000	R$ 92,23	R$ 216,4 mi	R$ 102,33	4,53%	0,90	5.146	0,78%	0,00716	0,00703	0,00060	0	43	Dezembro/2021
VTPL11	FDO INV. IMOB. PLUS	N/A	1.350.000	N/A	R$ 116,6 mi	R$ 84,14	N/A	N/A	N/A	N/A	
VVPR11	FDO INV IMOB - V2 PROPERTIES	Híbrido	1.368.210	R$ 94,90	R$ 238,5 mi	R$ 103,44	0,66%	0,92	3	0,66%	0,00707	0,00711	0,00073	0	24	Dezembro/2021
VXXV11	VX XII - Fundo de Investimento Imobiliário	Outros	52.000	R$ 863,00	R$ 121 mi	R$ 684,26	N/A	1,26	3.400	N/A	nan	nan	nan	0	0	N/A
WPLZ11	FDO INV IMOB - FII SHOPPING WEST PLAZA	Shoppings	989.339	R$ 69,97	R$ 106,1 mi	R$ 103,93	11,32%	0,67	84	0,52%	0,00329	0,00294	0,00284	0	60	Dezembro/2021
WTSP11B	FDO INV IMOB - OURINVEST RE I	Híbrido	992.565	R$ 47,00	R$ 79 mi	R$ 79,60	-3,05%	0,59	1	1,01%	0,00506	0,00490	0,00251	0	27	Novembro/2021
XPCA11	XP CRÉDITO AGRÍCOLA FDO INV FIAGRO IMOBILIÁRIO	Títulos e Val. Mob.	14.092.466	R$ 9,60	R$ 135,4 mi	R$ 9,61	0,83%	1,00	31.201	0,83%	0,00827	0,00827	0,00000	0	1	Dezembro/2021
XPCI11	XP CREDITO IMOBILIÁRIO - FDO INV IMOB	Outros	1.000.000	R$ 96,53	R$ 650,6 mi	R$ 94,45	7,45%	1,02	18.590	1,00%	0,00939	0,00936	0,00074	0	25	Dezembro/2021
XPCM11	XP CORPORATE MACAÉ FDO INV IMOB - FII	Lajes Corporativas	2.414.570	R$ 19,76	R$ 133,6 mi	R$ 55,33	13,40%	0,36	5.881	0,49%	0,00958	0,00935	0,00515	0	72	Dezembro/2021
XPHT11	XP HOTÉIS - FDO INV IMOB - FII	Hotel	3.737.642	R$ 91,01	R$ 330,6 mi	R$ 86,88	-17,94%	1,05	11	0,40%	0,00440	0,00445	0,00086	0	12	Março/2020
XPIN11	XP INDUSTRIAL FDO INV IMOB - FII	Outros	1.593.037	R$ 92,05	R$ 787,1 mi	R$ 110,08	7,14%	0,84	3.390	0,70%	0,00613	0,00598	0,00066	0	41	Novembro/2021
XPLG11	XP LOG FDO INV IMOB - FII	Logística	3.661.150	R$ 97,15	R$ 2,9 bi	R$ 105,88	13,44%	0,92	31.471	0,63%	0,00563	0,00565	0,00068	0	43	Dezembro/2021
XPML11	XP MALLS FDO INV IMOB FII	Shoppings	3.750.000	R$ 94,75	R$ 1,9 bi	R$ 104,13	0,31%	0,91	27.049	0,59%	0,00436	0,00484	0,00148	0	48	Novembro/2021
XPPR11	XP PROPERTIES FDO. INV. IMOB.	Outros	4.320.000	R$ 67,81	R$ 606 mi	R$ 82,83	15,10%	0,82	10.202	0,81%	0,00759	0,00750	0,00084	0	25	Dezembro/2021
XPSF11	XP SELECTION FDO DE FUNDOS INV IMOB - FII	Outros	3.350.000	R$ 80,23	R$ 365,3 mi	R$ 84,36	17,20%	0,95	2.930	0,85%	0,00820	0,00819	0,00070	0	25	Dezembro/2021
XTED11	TRX EDIFÍCIOS CORPORATIVOS FDO INV IMOB - FII	Lajes Corporativas	1.467.000	R$ 6,26	R$ 26,2 mi	R$ 13,52	1,10%	0,46	566	0,00%	0,00000	0,00000	0,00000	0	35	Outubro/2018
YCHY11	YAGUARA CAPITAL HIGH YIELD FDO INV IMOB	Outros	90.000	R$ 1.000,00	R$ 23,1 mi	R$ 989,04	-6,48%	1,01	65	1,94%	0,01315	0,01074	0,00446	0	3	Junho/2020
YUFI11B	YUCA FDO INV. IMOB.	Residencial	650.000	N/A	R$ 37,6 mi	R$ 95,10	0,00%	N/A	N/A	0,00%	0,00000	0,00000	0,00000	0	5	Setembro/2021
