ticker	nome	segmento	tipoGestao	cotacao	patrimonioLiquido	vpPorCota	ultimoRendimento	p_vp	negociacoesDiarias	ultimoDividendYield	dividendYieldL52W_media	dividendYieldL52W_mediana	dividendYieldL52W_desvioPadrao	dividendYieldL52W_coefVariacao	dividendYieldL52W_tamAmostra	dividendYieldL52W_dataRefMaisRecente
RBIV11	RIO BRAVO CRÉDITO IMOB IV FDO INV IMOB - FII	Títulos e Val. Mob.	1.024.362	R$ 83,70	R$ 166,5 mi	R$ 96,35	-1,31%	0,87	885	0,88%	0,00739	0,00747	0,00114	0	20	Agosto/2021
RBLG11	RB CAPITAL LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Logística	640.199	R$ 93,22	R$ 69,3 mi	R$ 108,27	0,32%	0,86	116	0,32%	0,00418	0,00494	0,00207	0	7	Agosto/2021
RBRD11	RB CAPITAL RENDA II FDO INV IMOB - FII	Híbrido	1.851.786	R$ 52,34	R$ 133,4 mi	R$ 72,04	-1,90%	0,73	1.190	0,37%	0,00458	0,00085	0,01238	0	69	Setembro/2021
RBRF11	RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FDO INV IMOB	Títulos e Val. Mob.	809.992	R$ 77,08	R$ 1,2 bi	R$ 86,11	0,87%	0,90	31.219	0,76%	0,00728	0,00757	0,00075	0	49	Setembro/2021
RBRL11	RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	1.810.000	R$ 91,50	R$ 713,3 mi	R$ 106,67	-4,20%	0,86	11.706	0,78%	0,00622	0,00591	0,00074	0	19	Setembro/2021
RBRP11	FDO INV IMOB RBR PROPERTIES - FII	Outros	8.552.711	R$ 75,14	R$ 1 bi	R$ 85,35	-2,25%	0,88	24.405	0,61%	0,00530	0,00562	0,00090	0	28	Setembro/2021
RBRR11	FDO INV IMOB - FII RBR RENDIMENTO HIGH GRADE	Títulos e Val. Mob.	1.480.432	R$ 97,70	R$ 1 bi	R$ 99,78	0,98%	0,98	39.358	0,91%	0,00701	0,00700	0,00141	0	41	Setembro/2021
RBRS11	RIO BRAVO RENDA RESIDENCIAL FDO. INVEST. IMOB.	Híbrido	1.044.643	R$ 68,02	R$ 125,8 mi	R$ 90,51	3,46%	0,75	152	0,58%	0,00529	0,00536	0,00056	0	9	Setembro/2021
RBRY11	FDO INV IMOB RBR PRIVATE CRÉDITO IMOB	Títulos e Val. Mob.	608.678	R$ 101,99	R$ 351,6 mi	R$ 103,49	7,38%	0,99	5.068	0,87%	0,00745	0,00720	0,00128	0	27	Setembro/2021
RBTS11	RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Outros	56.525	R$ 1.000,00	R$ 59,1 mi	R$ 1.045,46	N/A	0,96	1	N/A	
RBVA11	FDO INV IMOB RIO BRAVO RENDA VAREJO - FII	Outros	405.000	R$ 103,15	R$ 1,3 bi	R$ 113,35	-1,82%	0,91	8.849	0,81%	0,00796	0,00768	0,00094	0	69	Setembro/2021
RBVO11	RIO BRAVO CRÉDITO IMOBILIÁRIO II FDO INV IMOB -FII	Outros	516.066	R$ 15,10	R$ 11,1 mi	R$ 21,54	18,17%	0,70	414	0,36%	0,00374	0,00380	0,00200	0	67	Setembro/2021
RCFA11	GRUPO RCFA FDO INV IMOB	Híbrido	11.678.533	R$ 0,61	R$ 18,2 mi	R$ 1,56	N/A	0,39	20.734	N/A	
RCRB11	FDO INV IMOB RIO BRAVO RENDA CORPORATIVA	Lajes Corporativas	38.810.000	R$ 144,71	R$ 716,8 mi	R$ 194,23	0,74%	0,75	6.448	0,66%	0,00529	0,00511	0,00059	0	70	Outubro/2021
RDES11	RENDA DE ESCRITÓRIOS FDO INV IMOB - FII	Lajes Corporativas	742.000	R$ 58,00	R$ 65,9 mi	R$ 88,83	0,06%	0,65	10.296	0,06%	0,01416	0,00261	0,04067	0	49	Janeiro/2020
RDPD11	BB RENDA DE PAPEIS IMOB II FDO INV IMOB - FII	Títulos e Val. Mob.	1.078.042	R$ 65,56	R$ 76,1 mi	R$ 70,63	1,08%	0,93	27	0,73%	0,00586	0,00561	0,00223	0	41	Setembro/2021
RECH11	FDO INV IMOB - REC HOTELARIA	N/A	1.550.000	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
RECR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII REC RECEBÍVEIS IMOBILIÁRIOS	Títulos e Val. Mob.	6.855.748	R$ 99,59	R$ 1,8 bi	R$ 95,19	-2,71%	1,05	89.659	1,07%	0,01141	0,01157	0,00165	0	46	Setembro/2021
RECT11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII REC RENDA IMOBILIÁRIA	Híbrido	6.973.846	R$ 69,97	R$ 759,1 mi	R$ 92,81	-9,08%	0,75	18.087	0,74%	0,00727	0,00743	0,00061	0	29	Setembro/2021
RECX11	FDO. INV. IMOB. REC FUNDO DE FUNDOS	Outros	198.151	R$ 89,20	R$ 17,5 mi	R$ 88,20	-6,00%	1,01	176	0,97%	0,00915	0,00952	0,00101	0	6	Setembro/2021
RELG11	FDO INV. IMOB. REC LOGISTICA	Híbrido	1.334.562	R$ 84,99	R$ 127,9 mi	R$ 95,84	-1,37%	0,89	1.718	0,87%	0,00692	0,00762	0,00226	0	11	Setembro/2021
RFOF11	FDO. INVEST. IMOB. RB CAPITAL I FUNDO DE FUNDOS	Títulos e Val. Mob.	1.078.164	R$ 78,49	R$ 93,1 mi	R$ 86,33	1,84%	0,91	1.359	0,79%	0,00741	0,00741	0,00058	0	18	Setembro/2021
RNDP11	BB RENDA DE PAPÉIS IMOBILIÁRIOS FDO INV IMOB - FII	Títulos e Val. Mob.	107.481	R$ 661,53	R$ 82 mi	R$ 763,22	1,14%	0,87	5	0,28%	0,00508	0,00506	0,00130	0	69	Setembro/2021
RNGO11	FDO INV IMOB RIO NEGRO - FII	Lajes Corporativas	2.676.000	R$ 58,55	R$ 271,3 mi	R$ 101,38	3,75%	0,58	3.704	0,59%	0,00608	0,00593	0,00056	0	69	Setembro/2021
RRCI11	RB CAPITAL RECEBÍVEIS IMOB. FDO. INVEST. IMOB FII	Títulos e Val. Mob.	2.000.000	R$ 79,43	R$ 46,9 mi	R$ 97,45	0,54%	0,82	1.465	1,04%	0,00847	0,00817	0,00116	0	8	Setembro/2021
RSPD11	RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Residencial	25.000	R$ 1.200,00	R$ 170,2 mi	R$ 1.142,49	N/A	1,05	28	N/A	
RVBI11	VBI REITS FOF - FDO. INV. IMOB	Títulos e Val. Mob.	1.440.000	R$ 84,26	R$ 127,5 mi	R$ 88,57	-3,18%	0,95	3.654	0,85%	0,00757	0,00765	0,00062	0	19	Setembro/2021
RZAK11	RIZA AKIN FDO. INV. IMOB. FII	Títulos e Val. Mob.	3.001.734	R$ 86,92	R$ 288,3 mi	R$ 96,04	-2,38%	0,90	24.170	0,83%	0,00587	0,00737	0,00413	0	10	Setembro/2021
RZTR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX	Híbrido	11.048.018	R$ 99,00	R$ 1,1 bi	R$ 98,44	3,62%	1,01	53.744	0,95%	0,00720	0,00785	0,00253	0	12	Setembro/2021
SAAG11	SANTANDER AGÊNCIAS FDO INV IMOB - FII	Outros	4.014.340	R$ 106,61	R$ 627,9 mi	R$ 111,50	-9,20%	0,96	12.868	0,80%	0,00716	0,00722	0,00034	0	51	Março/2020
SADI11	SANTANDER PAPEIS IMOB CDI FDO INV IMOB	Títulos e Val. Mob.	3.180.207	R$ 83,36	R$ 319,7 mi	R$ 100,51	-0,25%	0,83	700	0,56%	0,00313	0,00257	0,00126	0	26	Setembro/2021
SAIC11B	FDO INV IMOB - FII SIA CORPORATE	Lajes Corporativas	650.000	R$ 36,05	R$ 77,5 mi	R$ 54,22	0,00%	0,66	1	0,00%	0,00000	0,00000	0,00000	0	1	Setembro/2016
SARE11	SANTANDER RENDA DE ALUGUÉIS FDO. INVEST. IMOB.	Híbrido	3.599.982	R$ 75,48	R$ 922,4 mi	R$ 99,89	-10,38%	0,76	6.559	0,79%	0,00523	0,00633	0,00205	0	21	Setembro/2021
SCPF11	FDO INV IMOB SCP	Shoppings	42000	R$ 8,77	R$ 53,3 mi	R$ 12,69	0,03%	0,69	486	0,37%	0,00205	0,00168	0,00172	0	53	Setembro/2021
SDIL11	SDI LOGÍSTICA RIO FDO INV IMOB - FII	Logística	1.438.853	R$ 84,91	R$ 647,4 mi	R$ 101,23	1,29%	0,84	36.865	0,80%	0,00621	0,00600	0,00065	0	69	Setembro/2021
SDIP11	SDI PROPERTIES - FDO INV. IMOB	Lajes Corporativas	3.500.000	R$ 88,00	R$ 349,1 mi	R$ 96,42	1,68%	0,91	7.755	0,54%	0,00465	0,00509	0,00105	0	7	Abril/2020
SEQR11	SEQUOIA III RENDA IMOBILIÁRIA – FDO. INV. IMOB.	Outros	1.482.052	R$ 82,00	R$ 168,1 mi	R$ 104,48	3,60%	0,78	1.136	0,81%	0,00810	0,00813	0,00051	0	7	Setembro/2021
SFND11	FDO INV IMOB SÃO FERNANDO	Lajes Corporativas	981.472	N/A	R$ 17,6 mi	R$ 17,90	0,00%	N/A	N/A	0,00%	0,00124	0,00000	0,00249	0	5	Setembro/2016
SHDP11B	FDO INV IMOB - FII SHOPPING PARQUE D. PEDRO	Shoppings	1.629.280	R$ 1.210,05	R$ 2,2 bi	R$ 1.487,83	0,00%	0,81	100	0,00%	0,00000	0,00000	0,00000	0	5	Setembro/2016
SHOP11	MULTI SHOPPINGS FDO INV IMOB - FII	Híbrido	1.481.266	N/A	R$ 84,4 mi	R$ 56,99	N/A	N/A	N/A	N/A	
SHPH11	FDO INV IMOB SHOPPING PÁTIO HIGIENÓPOLIS	Shoppings	400.000	R$ 810,00	R$ 502,8 mi	R$ 825,65	1,04%	0,98	252	0,38%	0,00311	0,00284	0,00122	0	67	Setembro/2021
SJAU11	SJ AU LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	36.074	R$ 119,80	R$ 791,4 mi	R$ 99,78	N/A	1,20	5	N/A	
SNCI11	SUNO RECEBÍVEIS IMOBILIÁRIOS FDO DE INV IMOB	Títulos e Val. Mob.	1.000.000	N/A	R$ 97,2 mi	R$ 100,61	N/A	N/A	N/A	N/A	
SNFF11	SUNO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	2.500.000	R$ 92,68	R$ 230,6 mi	R$ 92,25	0,95%	1,00	12.506	0,74%	0,00517	0,00582	0,00236	0	5	Setembro/2021
SPTW11	SP DOWNTOWN FDO INV IMOB - FII	Lajes Corporativas	1.798.000	R$ 46,95	R$ 93,3 mi	R$ 51,91	2,22%	0,90	7.053	0,61%	0,01674	0,00988	0,01678	0	69	Setembro/2021
SPVJ11	FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO	Outros	3.700.000	N/A	R$ 593,6 mi	R$ 107,70	0,00%	N/A	N/A	0,00%	0,00000	0,00000	0,00000	0	11	Setembro/2021
STRX11	STARX FDO INV IMOB - FII	Híbrido	15.378	N/A	R$ 296,1 mi	R$ 183,52	0,00%	N/A	N/A	0,00%	0,00000	0,00000	0,00000	0	11	Setembro/2021
TBOF11	FDO INV IMOB - FII TB OFFICE	Lajes Corporativas	10.050.000	R$ 101,50	R$ 1 mi	R$ 0,10	4,25%	990,47	13.109	0,40%	0,00363	0,00348	0,00077	0	51	Março/2020
TCIN11	FDO. INVEST. IMOB. TOURMALET V - ED. CIDADE NOVA	Lajes Corporativas	675.820	R$ 107,12	R$ 117,5 mi	R$ 141,41	N/A	0,76	1	N/A	
TELD11	TELLUS DESENVOLVIMENTO LOGÍSTICO FDO. INVEST. IMOB	Híbrido	94.837	N/A	R$ 9,9 mi	R$ 100,17	N/A	N/A	N/A	N/A	
TEPP11	TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	3.616.910	R$ 72,46	R$ 397,9 mi	R$ 94,26	2,65%	0,77	1.902	0,65%	0,00552	0,00551	0,00044	0	24	Setembro/2021
TGAR11	FDO INV IMOB TG ATIVO REAL	Outros	713.404	R$ 125,82	R$ 1,5 bi	R$ 129,19	0,70%	0,97	22.102	0,87%	0,00856	0,00837	0,00063	0	51	Setembro/2021
THRA11	FDO INV IMOB - FII CYRELA THERA CORPORATE	Lajes Corporativas	1.368.247	R$ 138,50	R$ 14,1 mi	R$ 9,54	0,00%	14,52	477	0,00%	0,02735	0,00321	0,08425	0	68	Agosto/2021
TORD11	TORDESILHAS EI FDO. INV. IMOB.	Outros	4.000.000	R$ 10,53	R$ 461,4 mi	R$ 13,16	5,63%	0,80	226.197	1,94%	0,01035	0,00905	0,00386	0	18	Setembro/2021
TRNT11	FDO INV IMOB - FII TORRE NORTE	Lajes Corporativas	3.935.562	R$ 119,96	R$ 814,6 mi	R$ 206,98	5,76%	0,58	127	0,24%	0,00281	0,00244	0,00091	0	69	Setembro/2021
TRXF11	TRX REAL ESTATE FDO. INV. IMOB. - FII	Outros	1.868.966	R$ 100,40	R$ 578,9 mi	R$ 102,61	0,21%	0,98	76.995	0,71%	0,00655	0,00676	0,00064	0	21	Setembro/2021
TRXL11	TRX REALTY LOGÍSTICA RENDA I FDO INV IMOB - FII	Logística	1.649.303	R$ 103,38	R$ 183,2 mi	R$ 98,10	-1,60%	1,05	9.524	0,38%	0,00411	0,00399	0,00045	0	47	Outubro/2019
UBSR11	FDO INV IMOB - FII UBS (BR) RECEB IMOB	Títulos e Val. Mob.	310.888	R$ 102,50	R$ 666,9 mi	R$ 97,27	-0,69%	1,05	17.369	0,70%	0,00722	0,00699	0,00148	0	32	Julho/2020
URPR11	URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Outros	1.660.428	R$ 117,50	R$ 158,3 mi	R$ 95,35	4,84%	1,23	64.072	1,77%	0,01690	0,01688	0,00377	0	15	Setembro/2021
VCJR11	VECTIS JUROS REAL FDO INV. IMOB. - FII	Títulos e Val. Mob.	5.811.259	R$ 95,85	R$ 1,1 bi	R$ 96,48	2,11%	0,99	17.431	1,28%	0,00851	0,00787	0,00205	0	22	Setembro/2021
VCRR11	VECTIS RENDA RESIDENCIAL FDO. INV. IMOB.	Residencial	2.000.000	R$ 81,99	R$ 196,1 mi	R$ 98,04	-5,46%	0,84	1.412	0,81%	0,00774	0,00757	0,00024	0	3	Setembro/2021
VERE11	FDO INV IMOB VEREDA - FII	Híbrido	550.084	R$ 257,00	R$ 173,6 mi	R$ 315,51	0,00%	0,81	1	0,00%	0,00000	0,00000	0,00000	0	5	Setembro/2016
VGHF11	VALORA HEDGE FUND FDO. INV. IMOB.	Títulos e Val. Mob.	16.470.910	R$ 9,86	R$ 155,3 mi	R$ 9,43	2,19%	1,05	67.466	1,28%	0,01145	0,01197	0,00179	0	6	Setembro/2021
VGIP11	VALORA CRI ÍNDICE DE PREÇO FDO INVEST. IMOB. FII	Outros	746.011	R$ 99,50	R$ 701,5 mi	R$ 95,42	0,66%	1,04	21.555	1,29%	0,01034	0,00989	0,00175	0	19	Setembro/2021
VGIR11	VALORA RE III FDO INV IMOB - FII	Títulos e Val. Mob.	401.618	R$ 95,58	R$ 437 mi	R$ 96,98	3,75%	0,99	8.251	0,67%	0,00572	0,00543	0,00088	0	35	Setembro/2021
VIFI11	VINCI INSTRUMENTOS FINANCEIROS FDO INV IMOB - FII	Títulos e Val. Mob.	3.340.562	R$ 75,01	R$ 258,1 mi	R$ 91,77	-5,65%	0,82	4.943	0,84%	0,00695	0,00676	0,00062	0	16	Setembro/2021
VILG11	VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Logística	717.200	R$ 102,86	R$ 1,7 bi	R$ 113,93	-0,23%	0,90	42.139	0,61%	0,00478	0,00486	0,00079	0	33	Setembro/2021
VINO11	VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	9.942.726	R$ 60,08	R$ 745,5 mi	R$ 58,82	3,30%	1,02	33.891	1,07%	0,00741	0,00728	0,00137	0	22	Setembro/2021
VISC11	VINCI SHOPPING CENTERS FDO INVEST IMOB - FII	Shoppings	3.215.033	R$ 102,76	R$ 1,7 bi	R$ 119,30	1,16%	0,86	26.566	0,57%	0,00387	0,00393	0,00129	0	48	Setembro/2021
VIUR11	VINCI IMOVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIARIO	Títulos e Val. Mob.	2.694.622	R$ 80,80	R$ 258,3 mi	R$ 95,87	-2,11%	0,84	1.556	0,80%	0,00744	0,00743	0,00042	0	4	Setembro/2021
VJFD11	JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO FII	Híbrido	46.050	N/A	R$ 512,2 mi	R$ 106,40	N/A	N/A	N/A	N/A	nan	nan	nan	0	0	N/A
VLOL11	FDO INV IMOB - FII VILA OLÍMPIA CORPORATE	Lajes Corporativas	1.784.828	R$ 100,20	R$ 173,3 mi	R$ 97,11	0,56%	1,03	1.167	0,50%	0,00430	0,00430	0,00032	0	69	Setembro/2021
VOTS11	VOTORANTIM SECURITIES MASTER FDO INV IMOB - FII	Títulos e Val. Mob.	827.913	R$ 80,00	R$ 81,6 mi	R$ 98,53	2,30%	0,81	164	0,65%	0,00550	0,00520	0,00176	0	39	Setembro/2021
VPSI11	FDO INV IMOB POLO SHOPPING INDAIATUBA	Shoppings	78.491.966	N/A	R$ 148 mi	R$ 18,34	0,00%	N/A	N/A	0,00%	0,00279	0,00000	0,00557	0	5	Setembro/2016
VRTA11	FATOR VERITA FDO INV IMOB - FII	Títulos e Val. Mob.	28.941.930	R$ 107,99	R$ 979,6 mi	R$ 97,96	1,91%	1,10	19.314	1,01%	0,00814	0,00783	0,00124	0	77	Setembro/2021
VSHO11	FDO INV IMOB VOTORANTIM SHOPPING	Shoppings	2.098.800	R$ 85,10	R$ 212,5 mi	R$ 101,24	0,90%	0,84	476	0,92%	0,00393	0,00189	0,00313	0	26	Setembro/2021
VSLH11	VERSALHES RECEBÍVEIS IMOBILIÁRIOS - FDO. INV. IMOB	Outros	12.000.000	R$ 10,07	R$ 262,4 mi	R$ 9,94	2,60%	1,01	219.198	1,79%	0,01366	0,01500	0,00312	0	7	Setembro/2021
VTLT11	FDO INV IMOB VOTORANTIM LOGISTICA	Logística	2.115.000	R$ 94,70	R$ 216,3 mi	R$ 102,28	-2,09%	0,93	2.813	0,79%	0,00677	0,00670	0,00058	0	40	Setembro/2021
VTPL11	FDO INV. IMOB. PLUS	N/A	1.350.000	N/A	R$ 113,8 mi	R$ 84,28	N/A	N/A	N/A	N/A	
VVPR11	FDO INV IMOB - V2 PROPERTIES	Híbrido	1.368.210	R$ 96,18	R$ 238,1 mi	R$ 103,28	-1,33%	0,93	4.447	0,73%	0,00644	0,00626	0,00091	0	20	Agosto/2021
VXXV11	VX XII - Fundo de Investimento Imobiliário	Outros	52.000	R$ 833,50	R$ 28,9 mi	R$ 555,80	N/A	1,50	5.998	N/A	nan	nan	nan	0	0	N/A
WPLZ11	FDO INV IMOB - FII SHOPPING WEST PLAZA	Shoppings	989.339	R$ 63,05	R$ 105,8 mi	R$ 103,61	-3,50%	0,61	355	0,15%	0,00330	0,00294	0,00286	0	57	Fevereiro/2021
WTSP11B	FDO INV IMOB - OURINVEST RE I	Híbrido	992.565	R$ 50,67	R$ 79 mi	R$ 79,61	8,26%	0,64	39	0,72%	0,00407	0,00332	0,00189	0	25	Setembro/2021
XPCI11	XP CREDITO IMOBILIÁRIO - FDO INV IMOB	Outros	1.000.000	R$ 97,01	R$ 628,1 mi	R$ 95,64	-2,26%	1,01	22.041	1,03%	0,00863	0,00889	0,00116	0	22	Setembro/2021
XPCM11	XP CORPORATE MACAÉ FDO INV IMOB - FII	Lajes Corporativas	2.414.570	R$ 21,41	R$ 169,4 mi	R$ 70,14	-11,30%	0,31	10.509	0,80%	0,01173	0,00940	0,00594	0	69	Setembro/2021
XPHT11	XP HOTÉIS - FDO INV IMOB - FII	Hotel	3.737.642	R$ 93,00	R$ 330,7 mi	R$ 86,92	-17,94%	1,07	72	0,40%	0,00440	0,00445	0,00086	0	12	Março/2020
XPIN11	XP INDUSTRIAL FDO INV IMOB - FII	Outros	1.593.037	R$ 91,10	R$ 732,5 mi	R$ 111,21	-0,68%	0,82	11.519	0,67%	0,00583	0,00558	0,00051	0	39	Setembro/2021
XPLG11	XP LOG FDO INV IMOB - FII	Logística	3.661.150	R$ 101,70	R$ 3 bi	R$ 109,56	-2,47%	0,93	46.844	0,61%	0,00513	0,00508	0,00055	0	40	Setembro/2021
XPML11	XP MALLS FDO INV IMOB FII	Shoppings	3.750.000	R$ 101,00	R$ 1,9 bi	R$ 104,36	-0,72%	0,97	58.409	0,57%	0,00397	0,00379	0,00146	0	46	Setembro/2021
XPPR11	XP PROPERTIES FDO. INV. IMOB.	Outros	4.320.000	R$ 66,05	R$ 614,5 mi	R$ 83,99	-2,70%	0,79	21.562	0,83%	0,00748	0,00732	0,00082	0	22	Setembro/2021
XPSF11	XP SELECTION FDO DE FUNDOS INV IMOB - FII	Outros	3.350.000	R$ 79,90	R$ 387,6 mi	R$ 89,52	-2,38%	0,89	16.191	0,85%	0,00789	0,00791	0,00050	0	22	Setembro/2021
XTED11	TRX EDIFÍCIOS CORPORATIVOS FDO INV IMOB - FII	Lajes Corporativas	1.467.000	R$ 6,77	R$ 26,2 mi	R$ 13,53	1,10%	0,50	260	0,00%	0,00000	0,00000	0,00000	0	35	Outubro/2018
YCHY11	YAGUARA CAPITAL HIGH YIELD FDO INV IMOB	Outros	90.000	R$ 1.000,00	R$ 23,1 mi	R$ 989,04	-6,48%	1,01	65	1,94%	0,01315	0,01074	0,00446	0	3	Junho/2020
YUFI11B	YUCA FDO INV. IMOB.	Residencial	650.000	N/A	R$ 37,6 mi	R$ 95,08	0,00%	N/A	N/A	0,00%	0,00000	0,00000	0,00000	0	5	Setembro/2021
