ticker	nome	segmento	tipoGestao	cotacao	dataCotacao	min52W	max52W	volumeMedioDiarioL2M	valorMercado	numeroCotas	dataUltimoRelatorio	urlHistorico	ffoYield	dividendYield	p_vp	ffoPorCota	dyPorCota	vpPorCota	ativos	patrimonioLiquido	qtdImoveis	qtdUnidades	imoveisPorPatrimonioLiquido	area	aluguelPorM2	precoPorM2	capRate	vacanciaMedia	
IFID11	IFI-D FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Títulos e Val. Mob.	Passiva	83,98	22/10/2021	78,41	96,27	66.623	62.829.700	748.151	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=IFID11&tipo=2	4,45%	6,5%	0,94	3,74	5,52	88,91	67.163.000	66.519.700	0	0	0,0%	0	-	-	-	-	
IFIE11	IFI-E FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Títulos e Val. Mob.	Passiva	76,03	22/10/2021	75,75	96,86	30.377	68.464.600	900.494	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=IFIE11&tipo=2	6,82%	5,7%	0,93	5,19	4,39	82,16	74.451.000	73.982.000	0	0	0,0%	0	-	-	-	-	
IRDM11	FUNDO DE INVESTIMENTO IMOBILIARIO IRIDIUM RECEBIVEIS IMOBILIARIOS	Títulos e Val. Mob.	Ativa	112,00	22/10/2021	90,97	129,81	7.539.720	3.136.000.000	28.000.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=IRDM11&tipo=2	4,02%	12,2%	1,16	4,50	10,77	96,97	2.748.070.000	2.715.120.000	0	0	0,0%	0	-	-	-	-	
IRIM11	IRIDIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	114,86	22/10/2021	108,93	123,60	26.318	149.318.000	1.300.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=IRIM11&tipo=2	0,39%	1,0%	1,14	0,44	2,21	100,48	132.220.000	130.627.000	0	0	0,0%	0	-	-	-	-	
JBFO11	JBFO FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	90,37	15/10/2021	90,15	97,67	18.759	115.590.000	1.279.070	-	https://fundamentus.com.br/fii_proventos.php?papel=JBFO11&tipo=2	2,49%	1,9%	1,01	2,25	2,10	89,67	115.382.000	114.690.000	0	0	0,0%	0	-	-	-	-	
JFLL11	JFL LIVING FUNDO DE INVESTIMENTO IMOBILIÁRIO	Residencial	Ativa	73,47	22/10/2021	72,70	93,81	116.342	110.249.000	1.500.598	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=JFLL11&tipo=2	6,20%	6,8%	0,76	4,56	5,02	96,74	146.127.000	145.161.000	2	234	98,7%	14.488	482	7.512	6,4%	39,0%	
JPPA11	JPP ALLOCATON MOGNO FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	93,75	22/10/2021	86,60	97,52	92.257	56.621.600	603.964	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=JPPA11&tipo=2	8,70%	11,3%	0,90	8,16	10,69	103,71	63.354.800	62.640.000	0	0	0,0%	0	-	-	-	-	
JPPC11	JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Híbrido	Ativa	286,00	06/08/2021	286,00	287,50	0	15.730.000	55.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=JPPC11&tipo=2	11,55%	25,2%	0,52	33,02	88,55	550,61	30.350.400	30.283.400	0	0	0,0%	0	-	-	-	-	
JRDM11	FII SHOPPING JARDIM SUL	Shoppings	Passiva	64,05	22/10/2021	60,38	75,16	90.365	161.596.000	2.522.968	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=JRDM11&tipo=2	2,82%	3,2%	0,73	1,80	2,06	88,00	223.940.000	222.023.000	1	229	96,1%	27.709	303	5.605	5,4%	3,7%	
JSRE11	JS REAL ESTATE MULTIGESTÃO - FII	Híbrido	Ativa	75,01	22/10/2021	75,01	94,87	2.448.410	1.557.760.000	20.767.328	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=JSRE11&tipo=2	9,50%	8,5%	0,66	7,13	6,39	113,37	2.565.600.000	2.354.400.000	6	256	102,1%	121.936	1.105	13.043	8,5%	12,2%	
KFOF11	FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO KINEA FII	Títulos e Val. Mob.	Ativa	82,50	22/10/2021	78,50	104,53	464.459	373.998.000	4.533.315	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=KFOF11&tipo=2	5,24%	8,2%	0,87	4,33	6,77	95,31	435.026.000	432.068.000	0	0	0,0%	0	-	-	-	-	
KINP11	EVEN PERMUTA KINEA FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Residencial	Ativa	13,78	22/10/2021	10,41	13,78	3.983	98.498.500	7.147.934	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=KINP11&tipo=2	-1,20%	18,6%	1,76	-0,17	1,02	7,84	61.149.800	56.060.800	1		98,5%	0	-	-	0,0%	-	
KISU11	KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS SUNO 30	Títulos e Val. Mob.	Ativa	7,95	22/10/2021	7,95	12,39	1.213.860	351.359.000	44.196.050	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=KISU11&tipo=2	1,01%	7,1%	0,86	0,08	0,32	9,24	411.400.000	408.492.000	0	0	0,0%	0	-	-	-	-	
KNCR11	KINEA RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Títulos e Val. Mob.	Ativa	96,99	22/10/2021	82,03	98,39	11.364.500	3.792.030.000	39.097.087	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=KNCR11&tipo=2	4,12%	4,5%	0,97	3,99	4,39	99,48	3.914.800.000	3.889.330.000	0	0	0,0%	0	-	-	-	-	
KNHY11	KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	105,00	22/10/2021	96,24	109,02	3.320.120	1.500.540.000	14.290.843	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=KNHY11&tipo=2	3,75%	13,1%	1,07	3,94	10,67	97,90	1.416.530.000	1.399.130.000	0	0	0,0%	0	-	-	-	-	
KNIP11	KINEA ÍNDICES DE PREÇOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	103,00	22/10/2021	95,97	108,99	9.157.640	6.090.880.000	59.134.764	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=KNIP11&tipo=2	4,17%	12,8%	1,05	4,30	10,96	98,28	6.398.230.000	5.811.560.000	0	0	0,0%	0	-	-	-	-	
KNRE11	KINEA II REAL ESTATE EQUITY FII	Residencial	Ativa	2,16	22/10/2021	2,06	2,58	18.626	40.061.900	18.547.161	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=KNRE11&tipo=2	3,34%	47,0%	1,10	0,07	0,07	1,96	36.435.300	36.300.700	1		9,6%	0	-	-	0,0%	-	
KNRI11	KINEA RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Híbrido	Ativa	140,90	22/10/2021	129,94	156,80	7.494.580	3.403.740.000	24.157.121	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=KNRI11&tipo=2	5,83%	5,8%	0,90	8,21	8,24	157,34	3.869.370.000	3.800.800.000	19	370	87,5%	635.234	347	4.690	7,4%	0,6%	
KNSC11	KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	98,70	22/10/2021	81,95	99,84	3.453.020	784.789.000	7.951.254	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=KNSC11&tipo=2	1,25%	10,7%	1,08	1,23	6,40	91,34	813.999.000	726.230.000	0	0	0,0%	0	-	-	-	-	
LASC11	LEGATUS SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Shoppings	Ativa	94,84	22/10/2021	86,97	99,72	183.949	238.826.000	2.518.195	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=LASC11&tipo=2	2,30%	5,8%	0,92	2,18	5,52	102,73	283.072.000	258.697.000	2	460	89,1%	61.196	0	3.478	0,0%	2,7%	
LATR11B	LATERES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Residencial	Ativa	120,00	06/09/2021	120,00	228,13	14	14.892.500	124.104	-	https://fundamentus.com.br/fii_proventos.php?papel=LATR11B&tipo=2	-2,85%	30,9%	10,20	-3,42	22,00	11,77	1.645.400	1.460.300	1	1	0,0%	81	0	0	-	0,0%	
LFTT11	LOFT II FUNDO DE INVESTIMENTO IMOBILIÁRIO	Residencial	Ativa	104,00	22/10/2021	90,99	108,69	428.247	730.552.000	7.024.543	-	https://fundamentus.com.br/fii_proventos.php?papel=LFTT11&tipo=2	-3,38%	7,4%	1,72	-3,51	7,55	60,35	777.258.000	423.916.000	404	404	76,8%	40.533	5	13.850	0,0%	0,0%	
LGCP11	LOGCP INTER FUNDO DE INVESTIMENTO IMOBILIARIO	Logística	Ativa	82,90	22/10/2021	82,36	97,83	100.410	226.554.000	2.732.860	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=LGCP11&tipo=2	9,28%	7,5%	0,84	7,70	6,07	98,93	271.919.000	270.369.000	5	23	99,3%	80.620	272	2.790	9,7%	0,0%	
LOFT11B	LOFT I FUNDO DE INVESTIMENTO IMOBILIÁRIO	Residencial	Ativa	29,90	01/04/2021	26,49	33,26	0	58.678.800	1.962.500	-	https://fundamentus.com.br/fii_proventos.php?papel=LOFT11B&tipo=2	-34,48%	1,3%	0,35	-10,31	0,96	85,29	180.540.000	167.388.000	132	132	82,2%	16.051	35	3.005	1,2%	0,0%	
LUGG11	LUGGO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Residencial	Ativa	90,90	22/10/2021	89,96	99,25	23.542	81.810.000	900.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=LUGG11&tipo=2	10,17%	6,5%	0,73	9,24	5,93	124,73	112.773.000	112.254.000	4	452	99,0%	21.877	552	3.703	14,9%	2,4%	
LVBI11	FUNDO DE INVESTIMENTO IMOBILIARIO - VBI LOGISTICO	Logística	Ativa	99,50	22/10/2021	98,58	115,99	1.972.910	1.171.630.000	11.775.177	16/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=LVBI11&tipo=2	5,84%	6,3%	0,87	5,81	6,25	114,71	1.669.370.000	1.350.780.000	8	9	97,1%	486.268	162	2.339	6,9%	0,0%	
MALL11	MALLS BRASIL PLURAL FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Ativa	94,23	22/10/2021	83,15	101,97	1.152.730	712.412.000	7.560.351	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=MALL11&tipo=2	8,76%	7,2%	0,90	8,25	6,32	104,70	796.190.000	791.575.000	5	777	79,5%	155.768	381	3.637	10,5%	5,4%	
MAXR11	FII MAX RETAIL	Híbrido	Passiva	87,85	22/10/2021	78,24	99,80	104.399	98.888.800	1.125.655	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=MAXR11&tipo=2	8,35%	9,0%	0,75	7,33	17,68	117,71	133.958.000	132.497.000	11	11	99,3%	60.356	150	1.627	9,2%	2,8%	
MBRF11	FUNDO DE INVESTIMENTO IMOBILIÁRIO MERCANTIL DO BRASIL - FII	Outros	Ativa	763,99	22/10/2021	735,94	1.177,46	53.008	77.670.300	101.664	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=MBRF11&tipo=2	12,44%	11,1%	0,67	95,07	85,65	1.143,33	117.051.000	116.235.000	2	2	96,1%	17.216	610	4.336	14,1%	0,0%	
MCCI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS - FII	Títulos e Val. Mob.	Ativa	100,35	22/10/2021	90,23	101,57	4.597.670	1.246.070.000	12.417.281	20/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=MCCI11&tipo=2	4,86%	9,4%	1,00	4,88	7,67	100,49	1.337.740.000	1.247.860.000	0	0	0,0%	0	-	-	-	-	
MCHF11	MAUÁ CAPITAL HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	10,04	22/10/2021	9,70	10,58	349.818	83.408.800	8.307.646	22/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=MCHF11&tipo=2	0,00%	3,0%	1,00	0,00	0,30	10,00	87.200.800	83.041.400	0	0	0,0%	0	-	-	-	-	
MCHY11	FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ HIGH YIELD - FII	Títulos e Val. Mob.	Ativa	134,50	22/10/2021	108,74	134,50	142.565	475.735.000	3.537.064	21/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=MCHY11&tipo=2	1,04%	2,0%	1,34	1,40	4,11	100,09	359.503.000	354.034.000	0	0	0,0%	0	-	-	-	-	
MFAI11	Mérito Fundos e Ações Imobiliárias FII - Fundo de Investimento Imobiliário	Híbrido	Ativa	73,00	22/10/2021	71,80	170,31	50.649	22.131.600	303.173	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=MFAI11&tipo=2	1,73%	15,7%	0,87	1,26	10,36	83,60	25.557.600	25.345.700	0	0	0,0%	0	-	-	-	-	
MFII11	MERITO DESENVOLVIMENTO IMOBILIARIO I FII - FUNDO DE INVESTIMENTO IMOBILIARIO	Híbrido	Ativa	113,23	22/10/2021	99,95	122,94	568.915	469.553.000	4.146.900	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=MFII11&tipo=2	6,65%	10,8%	1,01	7,54	10,69	112,01	481.276.000	464.488.000	7	2	4,7%	332.239	0	66	0,0%	0,0%	
MGCR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO MOGNO CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS HIGH GRADE	Títulos e Val. Mob.	Ativa	85,93	22/10/2021	83,92	97,88	68.753	122.219.000	1.422.304	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=MGCR11&tipo=2	3,30%	10,1%	0,90	2,84	7,28	94,96	136.437.000	135.068.000	0	0	0,0%	0	-	-	-	-	
MGFF11	FUNDO DE INVESTIMENTO IMOBILIARIO MOGNO FUNDO DE FUNDOS	Títulos e Val. Mob.	Ativa	68,40	22/10/2021	65,70	83,56	1.284.800	619.062.000	9.050.620	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=MGFF11&tipo=2	4,55%	9,9%	0,86	3,11	6,80	79,49	729.506.000	719.469.000	0	0	0,0%	0	-	-	-	-	
MGHT11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - MOGNO HOTEIS	Híbrido	Ativa	92,51	22/10/2021	88,07	98,82	11.973	121.538.000	1.313.784	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=MGHT11&tipo=2	3,94%	7,9%	0,94	3,65	6,08	98,19	130.700.000	129.006.000	1	6	29,2%	3.468	246	10.230	2,4%	0,0%	
MGLG11	MOGNO LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Logística	Ativa	70,30	22/10/2021	70,30	99,60	151.791	81.176.000	1.154.709	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=MGLG11&tipo=2	0,20%	1,9%	0,72	0,14	1,84	97,68	509.667.000	112.790.000	3	4	0,6%	56.215	0	9	0,0%	0,0%	
MORE11	MORE REAL ESTATE FOF FII FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	81,80	22/10/2021	75,62	109,43	960.134	189.704.000	2.319.115	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=MORE11&tipo=2	1,77%	10,1%	0,88	1,45	7,04	93,20	218.625.000	216.137.000	0	0	0,0%	0	-	-	-	-	
MXRF11	MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Híbrido	Ativa	10,04	22/10/2021	9,39	10,25	5.504.740	2.269.440.000	226.039.663	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=MXRF11&tipo=2	4,67%	8,7%	1,00	0,47	0,80	9,99	2.282.080.000	2.259.190.000	2	5	0,3%	621	0	11.742	0,0%	100,0%	
NAVT11	NAVI IMOBILIÁRIO TOTAL RETURN FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	72,01	22/10/2021	71,58	96,18	283.370	75.935.000	1.054.507	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=NAVT11&tipo=2	2,23%	5,0%	0,79	1,61	3,35	91,60	100.114.000	96.590.200	0	0	0,0%	0	-	-	-	-	
NCHB11	Fundo de Investimento Imobiliário - NCH EQI High Yield Recebíveis Imobiliários	Títulos e Val. Mob.	Ativa	95,78	16/07/2021	77,08	102,02	0	138.112.000	1.441.970	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=NCHB11&tipo=2	4,78%	8,4%	1,02	4,58	5,81	94,17	137.258.000	135.793.000	0	0	0,0%	0	-	-	-	-	
NEWL11	NEWPORT LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	98,90	22/10/2021	92,41	104,47	100.210	201.073.000	2.033.099	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=NEWL11&tipo=2	8,37%	12,6%	0,85	8,28	8,35	116,33	382.557.000	236.518.000	1	1	150,8%	40.719	488	7.448	6,6%	0,0%	
NEWU11	NEWPORT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Híbrido	Ativa	33,10	22/10/2021	33,08	46,63	2.645	24.560.200	742.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=NEWU11&tipo=2	-6,11%	0,0%	0,53	-2,02	0,00	62,30	46.498.500	46.226.800	3	32	94,1%	12.904	270	1.792	15,0%	42,3%	
NPAR11	FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR	Outros	Ativa	15,74	22/10/2021	13,41	101,05	8.589	1.882.350	119.590	-	https://fundamentus.com.br/fii_proventos.php?papel=NPAR11&tipo=2	257,00%	186,6%	0,87	40,45	42,21	18,09	2.189.720	2.163.880	0	0	0,0%	0	-	-	-	-	
NSLU11	FII HOSPITAL NOSSA SENHORA DE LOURDES	Hospital	Passiva	222,64	22/10/2021	217,27	271,79	260.371	254.878.000	1.144.800	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=NSLU11&tipo=2	8,93%	9,8%	1,04	19,89	22,00	213,50	249.111.000	244.413.000	1	1	98,8%	23.523	1.666	10.703	15,6%	0,0%	
NVHO11	FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE	Hospital	Ativa	11,97	22/10/2021	10,81	20,37	2.401	496.690.000	41.494.533	-	https://fundamentus.com.br/fii_proventos.php?papel=NVHO11&tipo=2	10,79%	8,0%	0,97	1,29	0,96	12,39	519.378.000	514.161.000	4	45	99,3%	30.359	1.795	16.252	11,0%	0,0%	
ONEF11	FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE	Lajes Corporativas	Passiva	145,51	22/10/2021	131,49	146,15	215.872	132.560.000	911.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=ONEF11&tipo=2	5,25%	5,5%	0,91	7,64	8,04	160,65	146.441.000	146.356.000	1	16	98,5%	6.015	1.337	21.699	6,2%	0,0%	
ORPD11	OURO VERDE DESENVOLVIMENTO IMOBILIÁRIO I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	132,00	21/10/2021	108,98	133,58	52	38.280.000	290.000	30/09/2016	https://fundamentus.com.br/fii_proventos.php?papel=ORPD11&tipo=2	0,00%	0,0%	0,87	0,00	0,00	151,81	45.438.200	44.025.700	0	0	0,0%	0	-	-	-	-	
OUCY11	FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RENDA ESTRUTURADA	Híbrido	Ativa	88,50	30/12/2020	77,73	88,50	0	76.566.800	865.162	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=OUCY11&tipo=2	10,90%	2,0%	0,92	9,65	1,73	96,29	85.680.200	83.309.000	4	18	29,1%	6.063	333	3.670	9,1%	0,0%	
OUFF11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - OURINVEST FUNDO DE FUNDOS	Títulos e Val. Mob.	Ativa	68,25	22/10/2021	67,87	81,15	155.968	123.828.000	1.814.336	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=OUFF11&tipo=2	8,21%	11,3%	0,84	5,60	7,78	81,17	148.622.000	147.265.000	0	0	0,0%	0	-	-	-	-	
OUJP11	OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO- FII	Híbrido	Ativa	89,39	22/10/2021	84,34	101,85	703.353	290.731.000	3.252.384	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=OUJP11&tipo=2	7,05%	10,0%	0,87	6,30	7,85	103,23	338.955.000	335.731.000	0	0	0,0%	0	-	-	-	-	
OULG11	FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST LOGÍSTICA	Logística	Ativa	59,25	22/10/2021	59,25	83,45	151.271	147.016.000	2.481.284	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=OULG11&tipo=2	18,61%	10,5%	0,64	11,02	6,29	92,90	249.645.000	230.513.000	2	2	104,1%	102.891	331	1.487	22,2%	48,2%	
OURE11	FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RENDA ESTRUTURADA	Híbrido	Ativa	87,05	22/10/2021	79,62	89,00	99.018	75.312.400	865.162	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=OURE11&tipo=2	11,09%	9,4%	0,90	9,65	8,07	96,29	85.680.200	83.309.000	4	18	29,1%	6.063	333	3.610	9,2%	0,0%	
PATC11	PÁTRIA EDIFÍCIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Lajes Corporativas	Ativa	63,00	22/10/2021	61,81	70,43	242.730	219.078.000	3.477.434	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=PATC11&tipo=2	5,95%	5,9%	0,74	3,75	3,69	85,54	298.966.000	297.461.000	7	28	80,2%	12.293	939	14.288	6,6%	13,6%	
PATL11	PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	Ativa	69,56	22/10/2021	69,56	91,41	951.036	347.211.000	4.991.535	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=PATL11&tipo=2	7,76%	9,6%	0,73	5,40	6,69	95,57	480.395.000	477.034.000	2	2	93,9%	132.198	217	2.467	8,8%	7,4%	
PDDA11B	FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST LOGÍSTICA	Logística	Ativa	106,50	30/04/2019	0,00	0,00	0	264.257.000	2.481.284	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=PDDA11B&tipo=2	10,35%	0,0%	1,15	11,02	0,00	92,90	249.645.000	230.513.000	2	2	104,1%	102.891	331	2.673	12,4%	48,2%	
PEMA11	PERFORMA REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	65,00	14/10/2021	49,95	93,18	1.915	35.880.000	552.000	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=PEMA11&tipo=2	5,35%	8,9%	0,72	3,48	5,96	90,64	50.365.300	50.036.000	0	0	0,0%	0	-	-	-	-	
PLCR11	PLURAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	88,53	22/10/2021	73,85	92,61	509.061	186.725.000	2.109.169	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=PLCR11&tipo=2	9,65%	10,8%	0,95	8,54	9,65	93,37	199.227.000	196.926.000	0	0	0,0%	0	-	-	-	-	
PLOG11	PLURAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Residencial	Ativa	79,01	22/10/2021	78,10	94,43	68.601	59.257.500	750.000	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=PLOG11&tipo=2	2,73%	5,3%	0,83	2,16	4,21	95,42	72.157.500	71.566.300	1	3	95,2%	70.222	24	803	3,0%	0,0%	
PLRI11	POLO FII - FII RECEBÍVEIS IMOBILIÁRIOS I	Títulos e Val. Mob.	Ativa	44,00	22/10/2021	27,83	47,07	10.169	41.989.400	954.304	-	https://fundamentus.com.br/fii_proventos.php?papel=PLRI11&tipo=2	-1,71%	34,8%	0,90	-0,75	3,07	48,93	111.720.000	46.696.900	0	0	0,0%	0	-	-	-	-	
PORD11	POLO FUNDO DE INVESTIMENTO IMOBILIARIO - RECEBIVEIS IMOBILIARIOS II - FII	Títulos e Val. Mob.	Ativa	94,85	22/10/2021	88,71	99,20	564.880	353.636.000	3.728.375	13/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=PORD11&tipo=2	7,00%	11,1%	0,96	6,64	7,41	99,00	374.116.000	369.095.000	0	0	0,0%	0	-	-	-	-	
PQAG11	PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	Ativa	60,00	22/10/2021	57,98	67,86	5.644	839.513.000	13.991.890	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=PQAG11&tipo=2	7,19%	7,8%	1,06	4,31	4,33	56,87	834.895.000	795.654.000	1	1	101,2%	63.605	968	13.354	7,2%	0,0%	
PQDP11	FII PARQUE DOM PEDRO SHOPPING CENTER	Shoppings	Passiva	2.040,00	22/10/2021	2.036,05	2.982,08	107.863	486.493.000	238.477	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=PQDP11&tipo=2	9,29%	5,1%	0,56	189,58	104,68	3.631,58	875.037.000	866.048.000	1	473	48,4%	127.321	92	1.847	5,0%	3,1%	
PRSN11B	PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Residencial	Ativa	0,53	22/10/2021	0,49	1,35	3.044	27.401.000	51.699.979	-	https://fundamentus.com.br/fii_proventos.php?papel=PRSN11B&tipo=2	-4,53%	11,9%	1,39	-0,02	0,03	0,38	34.928.900	19.770.300	2	34	40,3%	202	0	54.633	0,0%	0,0%	
PRSV11	PRESIDENTE VARGAS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	Passiva	123,00	22/10/2021	123,00	185,90	4.769	23.985.000	195.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=PRSV11&tipo=2	10,71%	0,0%	0,51	13,17	0,00	239,97	47.024.200	46.794.700	1	23	93,0%	10.082	470	2.211	21,2%	40,9%	
PVBI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI PRIME PROPERTIES	Lajes Corporativas	Ativa	86,57	22/10/2021	84,95	95,70	2.986.910	869.130.000	10.039.625	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=PVBI11&tipo=2	6,21%	7,1%	0,87	5,38	6,04	99,71	1.263.660.000	1.001.050.000	4	23	118,1%	85.165	600	12.055	5,0%	0,0%	
QAGR11	QUASAR AGRO - FUNDO DE INVESTIMENTO IMOBILIARIO	Outros	Ativa	51,50	22/10/2021	44,68	53,37	537.424	259.560.000	5.040.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=QAGR11&tipo=2	8,74%	8,0%	0,86	4,50	4,81	59,75	305.712.000	301.127.000	12	12	97,6%	534.537	42	474	8,8%	0,0%	
