ticker	name	fundType	manager	lastDividendYield	lastEarning	equity	equityPerShare	registrationDate	managementType	shareQuantity	standardDeviation	mean	median	sampleSize
RCRI11B	RB Capital Rendimentos	Papel: CRIs	Oliveira Trust	0,0104	R$12,48	R$18,64 M	R$365,40	21/11/2017	Títulos e Valores Mobiliários Gestão Ativa	51.012	-1.0	-1.0	0	0
RDPD11	BB Renda de Papeis Imobiliários II	Papel: CRIs	Votorantim Asset Management	0,0084	R$0,47	R$67,74 M	R$62,83	28/12/2017	Títulos e Valores Mobiliários Gestão Ativa	1.078.042	0,00181	0,00746	0,00746	10
RECR11	REC Recebíveis Imobiliários	Papel: CRIs	BRL Trust DTVM	0,0118	R$1,18	R$2,31 B	R$95,31	21/07/2017	Títulos e Valores Mobiliários Gestão Ativa	24.258.940	0,00100	0,01053	0,01053	10
RECT11	UBS (BR) Office	Indefinido	BRL Trust DTVM	0,008	R$0,58	R$753,33 M	R$92,10	20/12/2018	Híbrido Gestão Ativa	8.179.347	0,00081	0,00735	0,00735	10
RECX11	Rec Fundo de Fundos	Papel: Fundo de Fundos	BTG Pactual	0,0113	R$1,00	R$18,53 M	R$84,90	30/11/2020	Títulos e Valores Mobiliários Gestão Ativa	218.313	0,00121	0,00954	0,00954	8
REIT11	Singulare Fundo de Investimento Imobiliário	Papel: CRIs	Singulare CTVM	0,0167	R$9,33	R$13,80 M	R$525,07	10/03/2014	Títulos e Valores Mobiliários Gestão Ativa	26.291	0,00376	0,01662	0,01662	5
RELG11	Rec Logística	Tijolo: Galpões	BRL Trust DTVM	0,0101	R$0,83	R$127,38 M	R$95,45	17/05/2020	Híbrido Gestão Ativa	1.334.562	0,00131	0,00853	0,00853	10
RFOF11	RB Capital I Fundo de Fundos	Papel: Fundo de Fundos	BRL Trust DTVM	0,0087	R$0,64	R$85,71 M	R$79,50	30/09/2019	Títulos e Valores Mobiliários Gestão Ativa	1.078.164	0,00055	0,00795	0,00795	10
RMAI11	Reag Multi Ativos Imobiliários	Tijolo: Escritórios	Reag DTVM	0,0088	R$0,43	R$269,27 M	R$110,18	27/03/2013	Renda Gestão Ativa	2.443.800	0,00297	0,01282	0,01282	6
RNDP11	BB Renda de Papéis Imobiliários	Papel: CRIs	Votorantim Asset Management	0,0064	R$4,00	R$75,26 M	R$700,17	17/04/2012	Títulos e Valores Mobiliários Gestão Ativa	107.481	0,00129	0,00601	0,00601	9
RNGO11	Rio Negro	Tijolo: Escritórios	Rio Bravo Investimentos	0,0069	R$0,35	R$234,02 M	R$87,45	09/05/2012	Renda Gestão Passiva	2.676.000	0,00035	0,00613	0,00613	10
RRCI11	RB Capital Recebíveis Imobiliários	Papel: CRIs	BRL Trust DTVM	0,0124	R$1,02	R$46,90 M	R$97,35	10/07/2013	Renda Gestão Ativa	481.757	0,00171	0,00953	0,00953	10
RSPD11	RB Capital Desenvolvimento Residencial III	Tijolo: Desenvolvimento	Oliveira Trust	0,011000000000000001	R$13,25	R$168,19 M	R$1.128,89	14/12/2017	Desenvolvimento para Venda Gestão Ativa	148.986	-1.0	-1.0	0	0
RVBI11	VBI REITS FOF	Papel: Fundo de Fundos	BRL Trust DTVM	0,0091	R$0,75	R$122,12 M	R$84,81	26/11/2019	Renda Gestão Ativa	1.440.000	0,00069	0,00830	0,00830	10
RZAG11	Riza Agro	FIAGRO	Banco Genial	0,0084	R$0,08	R$288,96 M	R$9,52	29/09/2021	Híbrido Gestão Ativa	30.344.090	0,00000	0,00850	0,00850	4
RZAK11	Riza Akin	Papel: CRIs	BTG Pactual	0,011899999999999999	R$1,10	R$285,19 M	R$95,01	02/09/2020	Títulos e Valores Mobiliários Gestão Ativa	3.001.734	0,00349	0,00829	0,00829	10
RZTR11	Riza Terrax	Indefinido	Brasil Plural S.A. Banco Múltiplo	0,0123	R$1,25	R$1,09 B	R$98,44	28/08/2020	Renda Gestão Ativa	11.048.018	0,00232	0,00902	0,00902	10
SADI11	Santander Papeis Imobiliários CDI	Papel: CRIs	Santander Caceis Brasil DTVM	0,009000000000000001	R$0,77	R$319,81 M	R$100,56	--/--/--	Títulos e Valores Mobiliários Gestão Ativa	3.180.207	0,00190	0,00489	0,00489	10
SAIC11B	Sia Corporate	Tijolo: Escritórios	BRB DTVM	0,018500000000000003	R$0,66	R$77,41 M	R$54,14	18/03/2014	Desenvolvimento para Renda Gestão Passiva	1.429.740	-1.0	-1.0	0	0
SARE11	Santander Renda de Alugueis	Indefinido	Santander Caceis Brasil DTVM	0,0092	R$0,65	R$906,19 M	R$98,13	27/09/0209	Renda Gestão Ativa	9.234.329	0,00128	0,00741	0,00741	10
SCPF11	SCP	Tijolo: Shoppings	BR-CAPITAL	0,0039000000000000003	R$0,03	R$53,50 M	R$12,74	03/01/1997	Renda Gestão Ativa	4.200.000	0,00114	0,00174	0,00174	10
SDIL11	SDI Logística Rio	Tijolo: Galpões	Rio Bravo Investimentos	0,0088	R$0,76	R$622,15 M	R$97,29	23/08/2012	Renda Gestão Ativa	6.395.050	0,00114	0,00721	0,00721	10
SEQR11	Sequoia III Renda Imobiliária	Indefinido	Vórtx DTVM LTDA	0,0084	R$0,63	R$168,63 M	R$104,83	31/12/2019	Renda Gestão Ativa	1.608.552	0,00061	0,00795	0,00795	8
SFND11	São Fernando	Tijolo: Escritórios	Rio Bravo Investimentos	0,0	R$4,25	R$16,89 M	R$17,20	19/06/2008	Renda Gestão Passiva	981.472	-1.0	-1.0	0	0
SHDP11B	Shopping Parque Dom Pedro	Tijolo: Shoppings	BTG Pactual	0,0059	R$7,11	R$2,15 B	R$1.485,44	16/12/2004	Renda Gestão Passiva	1.446.687	-1.0	-1.0	0	0
SHOP11	Multi Shoppings	Tijolo: Shoppings	Banco Modal S.A.	0,0	R$0,00	R$84,42 M	R$56,99	16/07/2015	Renda Gestão Ativa	1.481.266	-1.0	-1.0	0	0
SHPH11	Shopping Patio Higienopolis	Tijolo: Shoppings	Rio Bravo Investimentos	0,0048	R$3,90	R$540,92 M	R$888,29	07/12/1999	Renda Gestão Passiva	608.950	0,00097	0,00340	0,00340	10
SJAU11	SJ AU Logística	Tijolo: Galpões	Vórtx DTVM LTDA	0,0	R$0,00	R$791,15 M	R$99,74	12/06/2017	Renda Gestão Passiva	7.932.248	-1.0	-1.0	0	0
SNCI11	Suno Recebíveis	Papel: CRIs	BTG Pactual	0,011699999999999999	R$1,20	R$155,30 M	R$101,69	--/--/--	Títulos e Valores Mobiliários Gestão Ativa	1.527.227	0,00191	0,01030	0,01030	3
SNFF11	Suno Fundo de Fundos	Papel: Fundo de Fundos	BTG Pactual	0,0078000000000000005	R$0,70	R$215,91 M	R$86,36	--/--/--	Títulos e Valores Mobiliários Gestão Ativa	2.500.000	0,00219	0,00577	0,00577	7
SOLR11	Solarium	Tijolo: Outros	Banco Genial	0,0069	R$7,95	R$63,33 M	R$1.007,11	07/10/2016	Híbrido Gestão Ativa	62.883	-1.0	-1.0	0	0
SPAF11	SPA Fundo de Investimento Imobiliário	Tijolo: Shoppings	Brasil Plural S.A. Banco Múltiplo	0,0	R$7,43	R$11,36 M	R$1.008,14	18/06/2016	Desenvolvimento para Renda Gestão Ativa	11.270	-1.0	-1.0	0	0
SPTW11	SP Downtown	Tijolo: Escritórios	Genial Investimentos Corretora de Valores	0,0089	R$0,40	R$89,36 M	R$49,70	18/04/2013	Renda Gestão Passiva	1.798.000	0,01856	0,02000	0,02000	10
SRVD11	Serra Verde	Indefinido	Vórtx DTVM LTDA	0,0	R$0,00	R$123,59 M	R$1,28	--/--/--	Títulos e Valores Mobiliários Gestão Ativa	96.286.021	-1.0	-1.0	0	0
STRX11	STARX FII	Tijolo: Desenvolvimento	Oliveira Trust	0,0	R$0,72	R$296,60 M	R$183,82	22/09/2010	Híbrido Gestão Passiva	1.613.559	-1.0	-1.0	0	0
TBOF11	TB Office	Tijolo: Escritórios	BTG Pactual	0,0008	R$0,09	R$905,05 K	R$0,09	28/12/2012	Renda Gestão Passiva	10.050.000	0,00032	0,00331	0,00331	7
TCIN11	G5 Cidade Nova	Tijolo: Escritórios	Singulare CTVM	0,0	R$0,00	R$117,43 M	R$141,28	30/10/2021	Renda Gestão Ativa	831.197	-1.0	-1.0	0	0
TCPF11	Treecorp Real Estate	Indefinido	BR-CAPITAL	0,0	R$3,19	R$32,32 M	R$108,70	03/03/2017	Renda Gestão Ativa	297.327	-1.0	-1.0	0	0
TEPP11	Tellus Properties	Tijolo: Escritórios	BRL Trust DTVM	0,0069	R$0,51	R$396,72 M	R$93,96	12/12/2016	Renda Gestão Ativa	4.221.967	0,00080	0,00600	0,00600	10
TGAR11	TG Ativo Real	Tijolo: Desenvolvimento	Vórtx DTVM LTDA	0,0103	R$1,23	R$1,44 B	R$127,41	09/12/2016	Híbrido Gestão Ativa	11.309.572	0,00079	0,00911	0,00911	10
TJKB11	TJK Renda Imobiliária	Tijolo: Escritórios	BR-CAPITAL	0,0	R$2,25	R$76,71 M	R$102,28	09/11/2020	Renda Gestão Ativa	750.000	-1.0	-1.0	0	0
TORD11	Tordesilhas EI FII	Indefinido	Vórtx DTVM LTDA	0,008199999999999999	R$0,08	R$452,52 M	R$12,91	28/08/2019	Híbrido Gestão Ativa	35.051.355	0,00374	0,00909	0,00909	10
TORM13	Tourmalet I	Tijolo: Desenvolvimento	Vórtx DTVM LTDA	0,0	R$10,56	R$0,00	R$0,00	05/10/2016	Desenvolvimento para Renda Gestão Ativa	0	-1.0	-1.0	0	0
TOUR11	Tourmalet II	Tijolo: Desenvolvimento	Vórtx DTVM LTDA	0,0275	R$0,24	R$0,00	R$0,00	26/07/2018	Desenvolvimento para Renda Gestão Ativa	0	0,16945	0,12917	0,12917	7
TRNT11	Torre Norte	Tijolo: Escritórios	BTG Pactual	0,0034000000000000002	R$0,35	R$814,38 M	R$206,93	10/08/2001	Renda Gestão Passiva	3.935.562	0,00115	0,00292	0,00292	9
TRXB11	TRX Real Estate II	Tijolo: Desenvolvimento	BRL Trust DTVM	0,0069	R$0,85	R$254,36 M	R$101,69	06/03/2020	Títulos e Valores Mobiliários Gestão Passiva	2.501.419	0,00022	0,00688	0,00688	8
TRXF11	TRX Real Estate	Tijolo: Outros	BRL Trust DTVM	0,009000000000000001	R$0,90	R$575,39 M	R$101,99	01/09/2017	Renda Gestão Ativa	5.641.522	0,00077	0,00720	0,00720	10
TSER11	Tishman Speyer Renda Corporativa	Tijolo: Escritórios	BRL Trust DTVM	0,009300000000000001	R$0,93	R$115,85 M	R$96,14	26/10/2020	Renda Gestão Ativa	1.205.000	0,00071	0,00860	0,00860	3
TSNC11	Transinc	Tijolo: Outros	BTG Pactual	0,0	R$37,56	R$100,05 M	R$5.523,92	14/08/2013	Híbrido Gestão Ativa	18.113	-1.0	-1.0	0	0
URPR11	Urca Prime Renda	Papel: CRIs	Vórtx DTVM LTDA	0,0149	R$1,67	R$351,77 M	R$96,30	03/12/2019	Híbrido Gestão Ativa	3.652.937	0,00366	0,01561	0,01561	10
VCJR11	Vectis Juros Real	Papel: CRIs	INTRAG DTVM	0,0158	R$1,55	R$1,11 B	R$95,35	29/07/2019	Títulos e Valores Mobiliários Gestão Ativa	11.603.880	0,00325	0,01050	0,01050	10
VCRR11	Vectis Renda Residencial	Tijolo: Outros	BRL Trust DTVM	0,0086	R$0,67	R$196,13 M	R$98,07	15/01/2021	Renda Gestão Ativa	2.000.000	0,00096	0,00828	0,00828	5
VERE11	Vereda	Tijolo: Galpões	Votorantim Asset Management	0,0166	R$4,26	R$174,07 M	R$316,44	31/05/2007	Híbrido Gestão Ativa	550.084	-1.0	-1.0	0	0
VGHF11	Valora Hedge Fund	Papel: Híbrido	Banco Daycoval S.A.	0,0181	R$0,18	R$314,76 M	R$9,43	28/09/2020	Híbrido Gestão Ativa	33.361.255	0,00315	0,01238	0,01238	10
VGIA11	Valora CRA	FIAGRO	BTG Pactual	0,0	R$0,00	R$95,60 M	R$9,50	17/08/2021	Títulos e Valores Mobiliários Gestão Ativa	10.063.665	-1.0	-1.0	0	0
VGIP11	Valora CRI Índice de Preço	Papel: CRIs	BTG Pactual	0,015300000000000001	R$1,55	R$715,09 M	R$97,27	03/01/2020	Títulos e Valores Mobiliários Gestão Ativa	7.351.274	0,00227	0,01082	0,01082	10
VGIR11	Valora RE III	Papel: CRIs	BTG Pactual	0,008100000000000001	R$0,80	R$438,11 M	R$97,22	13/03/2018	Títulos e Valores Mobiliários Gestão Ativa	4.506.414	0,00100	0,00640	0,00640	10
VIFI11	Vinci Instrumentos Financeiros	Papel: Fundo de Fundos	BRL Trust DTVM	0,0089	R$0,66	R$240,67 M	R$85,57	19/10/2018	Títulos e Valores Mobiliários Gestão Ativa	2.812.340	0,00074	0,00770	0,00770	10
VILG11	Vinci Logística	Tijolo: Galpões	BRL Trust DTVM	0,0073	R$0,70	R$1,70 B	R$113,59	24/05/2016	Renda Gestão Ativa	14.997.396	0,00103	0,00559	0,00559	10
VINO11	Vinci Offices	Tijolo: Escritórios	BRL Trust DTVM	0,0091	R$0,50	R$735,37 M	R$58,02	10/07/2019	Renda Gestão Ativa	12.673.868	0,00117	0,00856	0,00856	10
VISC11	Vinci Shopping Centers	Tijolo: Shoppings	BRL Trust DTVM	0,0079	R$0,81	R$2,06 B	R$116,31	07/06/2013	Renda Gestão Ativa	17.696.234	0,00187	0,00469	0,00469	10
VIUR11	Vinci Imóveis Urbanos	Tijolo: Outros	BRL Trust DTVM	0,009300000000000001	R$0,71	R$255,92 M	R$94,97	29/01/2021	Renda Gestão Ativa	2.694.622	0,00087	0,00791	0,00791	8
VLJS11	Vector Queluz Lajes Corporativas	Tijolo: Escritórios	Planner Corretora de Valores	0,0	R$28,82	R$38,57 M	R$1.479,52	16/06/2011	Títulos e Valores Mobiliários Gestão Passiva	26.069	-1.0	-1.0	0	0
VLOL11	Vila Olímpia Corporate	Tijolo: Escritórios	Oliveira Trust	0,005699999999999999	R$0,53	R$173,46 M	R$97,19	26/03/2012	Renda Gestão Passiva	1.784.828	0,00047	0,00470	0,00470	10
VOTS11	Votorantim Securities Master	Papel: CRIs	Votorantim Asset Management	0,0089	R$0,75	R$81,09 M	R$97,94	13/07/2018	Títulos e Valores Mobiliários Gestão Ativa	827.913	0,00164	0,00699	0,00699	7
VPSI11	Polo Shopping Indaiatuba	Tijolo: Shoppings	Votorantim Asset Management	0,0	R$0,15	R$148,42 M	R$18,39	12/01/2012	Renda Gestão Passiva	8.071.897	-1.0	-1.0	0	0
VRTA11	Fator Verita	Papel: CRIs	Banco Fator	0,011399999999999999	R$1,19	R$1,02 B	R$96,87	02/03/2010	Títulos e Valores Mobiliários Gestão Ativa	10.500.124	0,00139	0,00980	0,00980	10
VSEC11	Votorantim Securities	Papel: CRIs	Votorantim Asset Management	0,0066	R$0,55	R$6,26 M	R$99,73	14/01/2010	Títulos e Valores Mobiliários Gestão Ativa	62.735	0,00745	0,00642	0,00642	6
VSHO11	Votorantim Shopping	Tijolo: Shoppings	Votorantim Asset Management	0,0067	R$0,53	R$214,97 M	R$102,42	17/07/2018	Renda Gestão Ativa	2.098.800	0,00291	0,00537	0,00537	10
VSLH11	Versalhes Recebíveis Imobiliários	Papel: CRIs	Vórtx DTVM LTDA	0,0108	R$0,11	R$290,95 M	R$9,81	04/12/2020	Híbrido Gestão Ativa	29.664.995	0,00319	0,01316	0,01316	9
VTLT11	Votorantim Logística	Tijolo: Galpões	Votorantim Asset Management	0,008100000000000001	R$0,75	R$216,44 M	R$102,33	16/11/2017	Renda Gestão Ativa	2.115.000	0,00048	0,00739	0,00739	10
VVPR11	V2 Properties	Tijolo: Escritórios	BTG Pactual	0,0079	R$0,75	R$238,52 M	R$103,44	--/--/--	Renda Gestão Ativa	2.305.771	0,00072	0,00724	0,00724	10
VXXV11	VX XVI	Tijolo: Outros	Vórtx DTVM LTDA	0,0125	R$10,76	R$120,96 M	R$684,26	27/06/2019	Renda Gestão Ativa	176.778	-1.0	-1.0	0	0
WPLZ11	Shopping West Plaza	Tijolo: Shoppings	Hedge Investments DTVM LTDA	0,0053	R$0,37	R$106,08 M	R$103,93	10/01/2008	Renda Gestão Passiva	1.020.747	0,00279	0,00357	0,00357	10
WTSP11B	Ourinvest RE I	Tijolo: Híbrido	Banco Ourinvest S.A.	0,0103	R$0,48	R$79,01 M	R$79,60	13/10/2017	Renda Gestão Ativa	992.565	0,00228	0,00584	0,00584	10
XPCA11	XP Crédito Agrícola	FIAGRO	XP Investimentos	0,0083	R$0,08	R$135,39 M	R$9,61	12/08/2021	Títulos e Valores Mobiliários Gestão Ativa	14.092.466	0,00135	0,00695	0,00695	2
XPCI11	XP Crédito Imobiliário	Papel: CRIs	Vórtx DTVM LTDA	0,01	R$0,97	R$650,59 M	R$94,45	31/07/2019	Títulos e Valores Mobiliários Gestão Ativa	6.887.865	0,00056	0,00969	0,00969	10
XPCM11	XP Corporate Macaé	Tijolo: Escritórios	Rio Bravo Investimentos	0,005600000000000001	R$0,11	R$133,59 M	R$55,33	08/01/2013	Renda Gestão Passiva	2.414.570	0,00185	0,00823	0,00823	10
XPHT11	XP Hotéis	Tijolo: Hotéis	Genial Investimentos Corretora de Valores Mobiliários S.A.	0,0037	R$0,34	R$330,56 M	R$86,88	19/04/2016	Renda Gestão Ativa	3.804.642	0,00070	0,00412	0,00412	10
XPIN11	XP Industrial	Tijolo: Galpões	Vórtx DTVM LTDA	0,0068000000000000005	R$0,63	R$787,12 M	R$110,08	21/05/2018	Renda Gestão Ativa	7.150.402	0,00058	0,00638	0,00638	10
XPLG11	XP Log	Tijolo: Galpões	Vórtx DTVM LTDA	0,0066	R$0,64	R$2,87 B	R$105,88	29/05/2018	Não Informado	27.101.061	0,00057	0,00589	0,00589	10
XPML11	XP Malls FII	Tijolo: Shoppings	BTG Pactual	0,0058	R$0,55	R$1,95 B	R$104,13	04/10/2017	Renda Gestão Ativa	18.681.577	0,00154	0,00436	0,00436	10
XPPR11	XP PROPERTIES	Tijolo: Escritórios	Vórtx DTVM LTDA	0,008100000000000001	R$0,55	R$606,02 M	R$82,83	20/09/2019	Renda Gestão Ativa	7.316.171	0,00068	0,00789	0,00789	10
XPSF11	XP Selection Fundo de Fundos	Papel: Fundo de Fundos	XP Investimentos	0,0087	R$0,70	R$365,31 M	R$84,36	02/07/2019	Títulos e Valores Mobiliários Gestão Ativa	4.330.214	0,00069	0,00840	0,00840	10
XTED11	TRX Edifícios Corporativos	Tijolo: Escritórios	BTG Pactual	0,0516	R$0,32	R$26,17 M	R$13,52	19/09/2012	Renda Gestão Ativa	1.936.237	0,00133	0,01406	0,01406	7
YUFI11	Yuca	Tijolo: Outros	BRL Trust DTVM	0,0	R$0,20	R$37,58 M	R$95,10	17/02/2020	Renda Gestão Ativa	395.150	-1.0	-1.0	0	0
